ENG_NAME,year,ndvi_crop,rain_gs,drought_class,drought_pixel_rate,cropland_pct,county_id,post_2010,event_time,drought_treated,drought_post,high_agriculture,drought_post_high_agri,ndvi_baseline,high_ndvi,drought_post_high_ndvi,high_elevation,drought_post_high_elev,pop_density_2000,high_density,drought_post_high_density
Luodian,2011,0.4981771375207797,727.1960510623005,,,1.42830075791035,37,1,1,1,1,0,0,0.5307700492502923,0,0,0,0,99.56853634251576,0,0
Pingtang,2011,0.5051765948348054,737.0275596426486,,,1.3923893833101004,44,1,1,1,1,0,0,0.5362436109471612,0,0,0,0,102.65486725663716,0,0
Sandushuizu,2011,0.5022923484848479,739.6294019502055,,,0.9778627380074192,53,1,1,1,1,0,0,0.5512158499278494,0,0,0,0,130.25210084033614,0,0
Wengan,2011,0.4950368646759848,596.7523451710623,,,0.2552088108325727,67,1,1,0,0,0,0,0.539987715397837,0,0,0,0,217.83181357649443,0,0
Changshun,2011,0.5467528921060502,666.0518205425403,,,5.319764488672762,6,1,1,1,1,1,1,0.5236346270032257,0,0,0,0,152.96367112810708,0,0
Anlong,2011,0.514292682641913,775.3398008282013,,,6.702513152252508,0,1,1,0,0,1,0,0.5134174397601035,0,0,0,0,183.1992850759607,0,0
Ceheng,2011,0.5253823182001895,766.7279196821662,,,0.6167886361640534,4,1,1,0,0,0,0,0.5879226776802501,1,0,0,0,80.83140877598153,0,0
Puan,2011,0.5023798549427938,752.8370778187505,,,2.889410324973587,45,1,1,1,1,0,0,0.5096022971664728,0,0,1,1,195.9412176347096,0,0
Qinglong,2011,0.5187317781300625,776.6257670130669,,,4.400841459366841,48,1,1,1,1,1,1,0.5392488402548564,0,0,0,0,202.854996243426,0,0
Wangmo,2011,0.5353354522152689,741.3473658412427,,,1.847908153841667,64,1,1,1,1,0,0,0.5647911365155242,1,1,0,0,89.82035928143712,0,0
Xingren,2011,0.5098280496259581,789.1548789307536,,,6.603030601557847,71,1,1,0,0,1,0,0.5088626326884613,0,0,0,0,,0,0
Xingyi,2011,0.4995949833205232,663.100141611525,,,4.785560651562789,72,1,1,0,0,1,0,0.5201113934149545,0,0,0,0,243.90243902439025,1,0
Zhenfeng,2011,0.5017691431505131,742.4567988663118,,,10.521882137488532,81,1,1,0,0,1,0,0.5193393179289864,0,0,0,0,225.01654533421572,1,0
Liuzhite,2012,0.4591394905666176,1109.8488101919013,,,2.27228048698804,35,1,2,1,1,0,0,0.5431900812271002,0,0,0,0,334.82142857142856,1,1
Panzhou,2012,0.4422685858585858,1079.5203055288312,,,0.0864725450880446,42,1,2,0,0,0,0,0.5440188952020202,0,0,1,0,,0,0
Shuicheng,2012,0.4250747114091687,960.7804021802586,,,1.921523088068112,57,1,2,1,1,0,0,0.5728227529591806,1,1,1,1,195.3125,0,0
Zhongshan,2012,0.4442525299153966,900.714636953636,,,3.186154509638887,86,1,2,1,1,1,1,0.5289898294317594,0,0,1,1,,0,0
Guanlingbuyizumiaozu,2012,0.4517841985965585,1087.1113385809915,,,18.30559404058004,17,1,2,1,1,1,1,0.5418289418724831,0,0,0,0,218.28103683492495,0,0
Pingba,2012,0.486743407127506,976.2637244834827,,,23.04381036544468,43,1,2,1,1,1,1,0.51749653033561,0,0,0,0,,0,0
Puding,2012,0.4514081288747828,1085.3765651025844,,,9.911927761216717,46,1,2,1,1,1,1,0.5108147690311406,0,0,0,0,368.66359447004606,1,1
Xixiu,2012,0.4748567679879026,1026.632175768308,,,21.52884621920908,75,1,2,1,1,1,1,0.525234914722094,0,0,0,0,,0,0
Zhenningbuyizuandmiaozu,2012,0.4654611314787256,1027.541736819796,,,5.147267131763767,83,1,2,1,1,1,1,0.5408999284938268,0,0,0,0,197.55955839628123,0,0
Ziyunmiaozuandbuyizu,2012,0.4751082137718157,970.1393993965686,,,1.5019892158423918,87,1,2,0,0,0,0,0.5123081879161675,0,0,0,0,144.73684210526315,0,0
Dafang,2012,0.4866702311650817,951.7912630706352,,,18.02780994513717,9,1,2,0,0,1,0,0.5800633145247991,1,0,1,0,271.42857142857144,1,0
Hezhang,2012,0.4928073748217381,823.6458007346577,,,5.124168693188555,20,1,2,0,0,1,0,0.5611909950923055,1,0,1,0,191.0631741140216,0,0
Jinsha,2012,0.5049717064411301,967.9080878196262,,,1.431018253961164,29,1,2,0,0,0,0,0.5583334568729623,0,0,0,0,225.4746835443038,1,0
Nayong,2012,0.4418520023471737,946.0363369201316,,,6.898442444125343,41,1,2,1,1,1,1,0.5774449727943816,1,1,1,1,298.202614379085,1,1
Qixingguan,2012,0.4850184054800837,923.1425379714092,,,9.75842044134727,50,1,2,1,1,1,1,0.5875250232843955,1,1,1,1,363.4232121922626,1,1
Qianxi,2012,0.4745923480380733,956.1691276617972,,,9.388543507179223,47,1,2,0,0,1,0,0.5534201653145214,0,0,0,0,313.35683509596555,1,0
Weiningyizuhuizumiaozu,2012,0.4982886148518344,739.3703844059874,,,34.22099558416516,66,1,2,1,1,1,1,0.5344928769891708,0,0,1,1,165.18424396442185,0,0
Zhijin,2012,0.4626590153144773,996.2458252046712,,,3.332235401204219,85,1,2,1,1,1,1,0.5783823981431635,1,1,1,1,313.8075313807531,1,1
Guanshanhu,2012,0.4777648274599688,942.992861191658,,,0.8585294211551363,18,1,2,1,1,0,0,0.5158036167351097,0,0,0,0,,0,0
Huaxi,2012,0.4880658602069236,984.1238713552656,,,12.60055417198841,23,1,2,1,1,1,1,0.5290395919891179,0,0,0,0,,0,0
Kaiyang,2012,0.5184699413489734,934.8740966603648,,,0.3329483995264734,31,1,2,0,0,0,0,0.5602290902981428,0,0,0,0,207.30503455083908,0,0
Nanming,2012,0.490082421489132,947.5470597493484,,,2.23661764027848,40,1,2,1,1,0,0,0.5545337407400402,0,0,0,0,,0,0
Qingzhen,2012,0.4798892095426832,938.2892970143284,,,3.4670192448949595,49,1,2,1,1,1,1,0.511695280829848,0,0,0,0,335.1206434316354,1,1
Wudang,2012,0.565027380952381,940.4819918911772,,,0.1097375193295826,69,1,2,1,1,0,0,0.5798244588744589,1,1,0,0,,0,0
Xifeng,2012,0.5487807449494949,912.5182940749248,,,0.3608225055137449,70,1,2,0,0,0,0,0.5541319318181818,0,0,0,0,231.43683702989392,1,0
Xiuwen,2012,0.489679081632653,911.6644653194152,,,0.2790995482418099,74,1,2,1,1,0,0,0.531109199134199,0,0,0,0,270.7749766573296,1,1
Yunyan,2012,0.4794452779696133,919.3469296410196,,,1.6371877072739325,78,1,2,1,1,0,0,0.536317225627302,0,0,0,0,,0,0
Baiyun,2012,0.5239758333333333,940.1841880350254,,,0.463004993191103,1,1,2,1,1,0,0,0.53054625,0,0,0,0,,0,0
Bozhou,2012,0.5214551994299722,970.0424995898544,,,0.3291591893929039,3,1,2,0,0,0,0,0.56792391370366,1,0,0,0,,0,0
Chishui,2012,0.0,1134.1468585087991,,,0.0,7,1,2,0,0,0,0,0.0,0,0,0,0,161.02165463631317,0,0
Daozhengelaozumiaozu,2012,0.5325171042572449,1125.5530708422814,,,0.362037708402099,11,1,2,0,0,0,0,0.5922148730712615,1,0,0,0,148.4230055658627,0,0
Fenggang,2012,0.50308125,1002.4461482833082,,,0.0132555880100867,15,1,2,0,0,0,0,0.5404666666666667,0,0,0,0,207.11630377057887,0,0
Huichuan,2012,0.4834472222222223,994.0792974583908,,,0.0657557984365592,24,1,2,0,0,0,0,0.5739479166666668,1,0,0,0,,0,0
Meitan,2012,0.4932755747126437,1001.2856322443736,,,0.1738245866094767,39,1,2,0,0,0,0,0.5481515151515151,0,0,0,0,249.32249322493223,1,0
Renhuai,2012,0.527525092401377,999.1002114296334,,,0.845914833623062,51,1,2,1,1,0,0,0.583264056773052,1,1,0,0,313.19910514541385,1,1
Suiyang,2012,0.5134545421318447,1055.503157674663,,,0.499793049936647,60,1,2,0,0,0,0,0.5427392643540669,0,0,0,0,190.95869056897897,0,0
Tongzi,2012,0.5042615334843092,1065.7148274105111,,,0.4280443029668578,63,1,2,0,0,0,0,0.5655951256335598,1,0,0,0,196.875,0,0
Wuchuangelaozumiaozu,2012,0.4865977828730382,1161.6693723554306,,,0.3173505550547649,68,1,2,0,0,0,0,0.5624551943543592,1,0,0,0,147.85430941218897,0,0
Xishui,2012,0.5680079301075269,1042.5957543903598,,,0.1542982328473391,73,1,2,0,0,0,0,0.5727101967253176,1,0,0,0,207.80051150895144,0,0
Yuqing,2012,0.5034070496555374,928.4924595487596,,,0.1213940636677859,80,1,2,0,0,0,0,0.5535511393909587,0,0,0,0,172.5200246457178,0,0
Zhengan,2012,0.5406946143760887,1150.8498720541136,,,0.5374867708657205,82,1,2,0,0,0,0,0.5777959473460957,1,0,0,0,219.65317919075144,0,0
Honghuagang,2012,0.0,968.8512148045888,,,0.0,21,1,2,0,0,0,0,0.0,0,0,0,0,,0,0
Bijiang,2012,0.5384397058823531,934.2065147157296,,,0.1752654670805311,2,1,2,0,0,0,0,0.5371727829768272,0,0,0,0,231.17569352708057,1,0
Dejiang,2012,0.4871841346851234,1023.1652713642104,,,0.282678600620447,12,1,2,0,0,0,0,0.5511258566690383,0,0,0,0,217.1814671814672,0,0
Jiangkou,2012,0.0,900.1554930821911,,,0.0,26,1,2,0,0,0,0,0.0,0,0,0,0,117.6470588235294,0,0
Shiqian,2012,0.5649270833333333,883.0781324349698,,,0.0203202837975991,56,1,2,0,0,0,0,0.5306109375,0,0,0,0,174.95395948434623,0,0
Sinan,2012,0.5112154761904762,898.9995387101966,,,0.0477461813002081,58,1,2,0,0,0,0,0.5319536904761905,0,0,0,0,246.52622142536976,1,0
Songtaomiaozu,2012,0.5220724955623892,1008.9181967414048,,,0.106202726155739,59,1,2,0,0,0,0,0.5385140032762183,0,0,0,0,223.698007689619,0,0
Wanshan,2012,0.5167822916666667,917.4452616279824,,,0.0593635528737197,65,1,2,0,0,0,0,0.5727885416666667,1,0,0,0,,0,0
Yanhetujiazu,2012,0.5138360401621445,1065.6308750728756,,,0.8710159395916927,76,1,2,0,0,0,0,0.5491390832526125,0,0,0,0,222.7622519238558,0,0
Yinjiangtujiazuandmiaozu,2012,0.554995238095238,923.2507017644886,,,0.0253834013459175,77,1,2,0,0,0,0,0.5717520833333334,1,0,0,0,209.0770015298317,0,0
Yupingdongzu,2012,0.5250844223484848,830.9270695665369,,,0.1911698281533182,79,1,2,0,0,0,0,0.5162242187499999,0,0,0,0,271.3178294573643,1,0
Cengong,2012,0.0,831.1652560801871,,,0.0,5,1,2,0,0,0,0,0.0,0,0,0,0,141.22394082044386,0,0
Congjiang,2012,0.5253896357603551,1026.1978648175905,,,0.0677082795905818,8,1,2,1,1,0,0,0.5535379963091378,0,0,0,0,92.47842170160295,0,0
Danzhai,2012,0.4965734296852015,1004.380324527765,,,1.3763281930347002,10,1,2,1,1,0,0,0.5484241762283024,0,0,0,0,159.9147121535181,0,0
Huangping,2012,0.5200883361556231,919.1100585923004,,,1.1529161098511465,22,1,2,0,0,0,0,0.5331299919251149,0,0,0,0,197.84172661870505,0,0
Jianhe,2012,0.4659395833333333,834.2507409585426,,,0.0114101617558225,27,1,2,0,0,0,0,0.5425614583333334,0,0,0,0,98.03921568627452,0,0
Jinping,2012,0.543396155299989,997.378319085244,,,0.6768634021617014,28,1,2,0,0,0,0,0.5588215797942088,0,0,0,0,131.49655604257984,0,0
Kaili,2012,0.5206199779541446,964.5297646527688,,,0.1295503872491013,30,1,2,0,0,0,0,0.5500083109267275,0,0,0,0,329.24961715160794,1,0
Leishan,2012,0.0,985.5408746628405,,,0.0,32,1,2,1,1,0,0,0.0,0,0,0,0,114.84823625922888,0,0
Liping,2012,0.5412987380549109,1034.6333344640948,,,0.0699572414605866,34,1,2,0,0,0,0,0.5486270520983627,0,0,0,0,108.08376491781132,0,0
Majiang,2012,0.5269147163120568,1011.1645693773768,,,0.2342795368308867,38,1,2,1,1,0,0,0.5583096631205673,0,0,0,0,174.85428809325563,0,0
Rongjiang,2012,0.4996621468926555,931.153104611928,,,0.1059165205740615,52,1,2,1,1,0,0,0.5657995762711865,1,1,0,0,96.50180940892642,0,0
Sansui,2012,0.43243125,789.400145912114,,,0.024231712184275,54,1,2,0,0,0,0,0.5029312499999999,0,0,0,0,193.05019305019303,0,0
Shibing,2012,0.5627816287878789,864.5905718556264,,,0.1800570020027731,55,1,2,0,0,0,0,0.5526907024793388,0,0,0,0,97.15025906735752,0,0
Taijiang,2012,0.0,863.9941961174604,,,0.0,61,1,2,0,0,0,0,0.0,0,0,0,0,132.66998341625208,0,0
Tianzhu,2012,0.5253058047361027,932.2115701865662,,,1.2004976853149187,62,1,2,0,0,0,0,0.544185879490267,0,0,0,0,172.64879600181737,0,0
Zhenyuan,2012,0.5287124999999999,818.4931062602101,,,0.0132085821597119,84,1,2,0,0,0,0,0.5126375,0,0,0,0,127.79552715654953,0,0
Duyun,2012,0.5049305420131922,973.738730055471,,,0.7528896069997555,14,1,2,1,1,0,0,0.5303353348150271,0,0,0,0,202.2867194371152,0,0
Dushan,2012,0.4840706416560957,959.2036520624472,,,2.268073886546551,13,1,2,1,1,0,0,0.5094219291331896,0,0,0,0,139.05930470347647,0,0
Fuquan,2012,0.4853454866679611,965.1429657686044,,,1.9000415442423029,16,1,2,1,1,0,0,0.5462666155513287,0,0,0,0,177.72511848341233,0,0
Guiding,2012,0.4887503200013058,981.8911274193724,,,1.9846145338437,19,1,2,1,1,0,0,0.5430811791514438,0,0,0,0,165.64417177914112,0,0
Huishui,2012,0.4948202177277129,930.8273717931056,,,3.2161450122685062,25,1,2,1,1,1,1,0.5055148811268686,0,0,0,0,165.9919028340081,0,0
Libo,2012,0.5748560363495747,1023.9861434299738,,,0.3420179137960863,33,1,2,1,1,0,0,0.5719060132083291,1,1,0,0,67.34006734006734,0,0
Longli,2012,0.5177822807748975,992.135570494774,,,1.561627333953895,36,1,2,1,1,0,0,0.5547468480049857,0,0,0,0,131.49243918474687,0,0
Luodian,2012,0.5117252140373287,950.7569681072272,,,1.42830075791035,37,1,2,1,1,0,0,0.5307700492502923,0,0,0,0,99.56853634251576,0,0
Pingtang,2012,0.5016363414684414,939.2075892332714,,,1.3923893833101004,44,1,2,1,1,0,0,0.5362436109471612,0,0,0,0,102.65486725663716,0,0
Sandushuizu,2012,0.5266985642135645,969.270125333096,,,0.9778627380074192,53,1,2,1,1,0,0,0.5512158499278494,0,0,0,0,130.25210084033614,0,0
Wengan,2012,0.5032238358543076,963.9833423224336,,,0.2552088108325727,67,1,2,0,0,0,0,0.539987715397837,0,0,0,0,217.83181357649443,0,0
Changshun,2012,0.5084144438488187,973.0338352099848,,,5.319764488672762,6,1,2,1,1,1,1,0.5236346270032257,0,0,0,0,152.96367112810708,0,0
Anlong,2012,0.4355623368612185,1028.5128287986518,,,6.702513152252508,0,1,2,0,0,1,0,0.5134174397601035,0,0,0,0,183.1992850759607,0,0
Ceheng,2012,0.5296579165548411,1035.8839590997325,,,0.6167886361640534,4,1,2,0,0,0,0,0.5879226776802501,1,0,0,0,80.83140877598153,0,0
Puan,2012,0.3953225122038201,1031.3768196391227,,,2.889410324973587,45,1,2,1,1,0,0,0.5096022971664728,0,0,1,1,195.9412176347096,0,0
Qinglong,2012,0.4500801966865406,1038.7739202938435,,,4.400841459366841,48,1,2,1,1,1,1,0.5392488402548564,0,0,0,0,202.854996243426,0,0
Wangmo,2012,0.5394299738931556,978.6623555461592,,,1.847908153841667,64,1,2,1,1,0,0,0.5647911365155242,1,1,0,0,89.82035928143712,0,0
Xingren,2012,0.4195189197899605,1020.4227926259327,,,6.603030601557847,71,1,2,0,0,1,0,0.5088626326884613,0,0,0,0,,0,0
Xingyi,2012,0.435885663087608,1088.9506261541076,,,4.785560651562789,72,1,2,0,0,1,0,0.5201113934149545,0,0,0,0,243.90243902439025,1,0
Zhenfeng,2012,0.4691015110299664,1018.9162753881736,,,10.521882137488532,81,1,2,0,0,1,0,0.5193393179289864,0,0,0,0,225.01654533421572,1,0
