ENG_NAME,year,ndvi_all,ndvi_crop,rain_gs,drought_class,drought_pixel_rate,median,cropland_pct
Xifeng,2009,0.6157272724268653,0.5281066414141413,700.0806892057371,,,,0.3608225055137449
Xiuwen,2009,0.5907021883328366,0.5085467687074829,738.5782954063583,,,,0.2790995482418099
Yunyan,2009,0.4797755181147862,0.531405356526243,743.256001779852,,,,1.6371877072739325
Baiyun,2009,0.5398376595405158,0.5372404166666667,756.459283198898,,,,0.463004993191103
Bozhou,2009,0.6102145736415397,0.5389593094895884,731.2777697893819,,,,0.3291591893929039
Chishui,2009,0.6794834405382046,,832.0692465783148,,,,0.0
Daozhengelaozumiaozu,2009,0.6669614102211487,0.583604375470271,1087.0545400969968,,,,0.362037708402099
Fenggang,2009,0.6320857564055914,0.5546333333333333,869.8122325524854,,,,0.0132555880100867
Huichuan,2009,0.6344298136040707,0.5603229166666667,775.6385858133825,,,,0.0657557984365592
Meitan,2009,0.6355957393901056,0.5372298981191223,819.899896495965,,,,0.1738245866094767
Renhuai,2009,0.6264616238125713,0.5458277877584422,708.5889471214747,,,,0.845914833623062
Suiyang,2009,0.6534594868937067,0.5237349315523657,924.8719351580576,,,,0.499793049936647
Tongzi,2009,0.6565039105349085,0.5450303461662892,905.240472022262,,,,0.4280443029668578
Wuchuangelaozumiaozu,2009,0.6503445678757884,0.5671238261965255,1017.8482463611645,,,,0.3173505550547649
Xishui,2009,0.6474827694287779,0.5448267473118278,827.7908561116473,,,,0.1542982328473391
Yuqing,2009,0.6403601637765777,0.5423599993852207,780.8063497302255,,,,0.1213940636677859
Zhengan,2009,0.658637804779534,0.5872436923343576,1020.5804961753496,,,,0.5374867708657205
Honghuagang,2009,0.5631907967336391,,744.1617483086186,,,,0.0
Bijiang,2009,0.6396131576652482,0.5304281862745099,735.2451277308973,,,,0.1752654670805311
Dejiang,2009,0.6272829440303027,0.5662153988022465,917.9906588410336,,,,0.282678600620447
Jiangkou,2009,0.6401644782221979,,768.0594854760747,,,,0.0
Shiqian,2009,0.6367694724442107,0.4761864583333333,774.4846469741416,,,,0.0203202837975991
Sinan,2009,0.6297261672751912,0.5313092857142857,816.207251580859,,,,0.0477461813002081
Songtaomiaozu,2009,0.6363249404237963,0.5181648684967124,816.2533424538361,,,,0.106202726155739
Wanshan,2009,0.6513665741384461,0.5456625,730.7025257259562,,,,0.0593635528737197
Yanhetujiazu,2009,0.631342285763413,0.5540031193995018,897.1453040865647,,,,0.8710159395916927
Yinjiangtujiazuandmiaozu,2009,0.6422628820669062,0.5508267857142858,822.3388291048764,,,,0.0253834013459175
Yupingdongzu,2009,0.5958763838128013,0.5001677083333332,743.4302297895916,,,,0.1911698281533182
Cengong,2009,0.6453348926860293,,751.4000529665956,,,,0.0
Congjiang,2009,0.6652344663926759,0.5465531344368638,889.803750512921,,,,0.0677082795905818
Danzhai,2009,0.6431613372477789,0.5324246248896733,845.539575237005,,,,1.3763281930347002
Huangping,2009,0.621648960116534,0.5189004433346917,800.7238672631411,,,,1.1529161098511465
Jianhe,2009,0.670004754624654,0.5134208333333334,824.4190553793851,,,,0.0114101617558225
Jinping,2009,0.6828642936389899,0.547547543854367,934.5984965175638,,,,0.6768634021617014
Kaili,2009,0.6099504869884835,0.534641498396665,824.1231466408668,,,,0.1295503872491013
Leishan,2009,0.6473107904653841,,875.250462267315,,,,0.0
Liping,2009,0.675360712212609,0.5349229748238297,995.254096841938,,,,0.0699572414605866
Majiang,2009,0.6353128122339738,0.5373108156028367,827.2498332532736,,,,0.2342795368308867
Rongjiang,2009,0.6814394696022238,0.555755790960452,869.6924776334704,,,,0.1059165205740615
Sansui,2009,0.6621891520727626,0.5290895833333333,784.4704939866978,,,,0.024231712184275
Shibing,2009,0.6365419243830134,0.5283221590909091,785.7511686166473,,,,0.1800570020027731
Taijiang,2009,0.6522404501167268,,825.4434577190796,,,,0.0
Tianzhu,2009,0.6890828381902087,0.5359439444109975,854.4931530035991,,,,1.2004976853149187
Zhenyuan,2009,0.6496533475055957,0.4775833333333333,769.2448138198304,,,,0.0132085821597119
Duyun,2009,0.6282095655855504,0.5049009893891596,859.3068657912103,,,,0.7528896069997555
Dushan,2009,0.6130552879243714,0.4982707004104501,876.0573320819069,,,,2.268073886546551
Fuquan,2009,0.6287989582825639,0.5247359129623903,798.2763121347019,,,,1.9000415442423029
Guiding,2009,0.6491493026903685,0.5109163560497921,794.5914799296252,,,,1.9846145338437
Huishui,2009,0.6077667021187568,0.4698414863118144,827.9716670200311,,,,3.2161450122685062
Libo,2009,0.659311294871163,0.5624960060441196,846.2777278249002,,,,0.3420179137960863
Longli,2009,0.6370030682518907,0.5290643015356192,780.6067516578132,,,,1.561627333953895
Luodian,2009,0.6393599429830626,0.5127897147576773,868.1039060506558,,,,1.42830075791035
Pingtang,2009,0.6411373543169552,0.5270310971701442,865.0744903525718,,,,1.3923893833101004
Sandushuizu,2009,0.6611089965237495,0.5465119859307356,870.883959363792,,,,0.9778627380074192
Wengan,2009,0.617019322950853,0.5247857758814318,790.7336741791944,,,,0.2552088108325727
Changshun,2009,0.6075918894496734,0.5067768327484864,826.1586213602211,,,,5.319764488672762
Anlong,2009,0.5847106955742601,0.5020268888654805,932.3338441898292,,,,6.702513152252508
Ceheng,2009,0.6633884120801475,0.5900757534721722,922.414092097678,,,,0.6167886361640534
Puan,2009,0.6005918932605142,0.4835237979621772,922.3975134232306,,,,2.889410324973587
Qinglong,2009,0.5773062646599915,0.5329356785336873,910.5858800844246,,,,4.400841459366841
Wangmo,2009,0.6505226657748815,0.5569530651014536,895.747615941636,,,,1.847908153841667
Xingren,2009,0.566687641072016,0.49484042285659,910.4486483891536,,,,6.603030601557847
Xingyi,2009,0.5775611284759637,0.5149297498980684,860.1461001252623,,,,4.785560651562789
Zhenfeng,2009,0.5666656048665183,0.5047226801181227,896.261616431328,,,,10.521882137488532
Liuzhite,2010,0.5433227428429934,0.4794414683405944,1017.7541415486246,2.0,0.8,0.8,2.27228048698804
Panzhou,2010,0.5503006397013998,0.4846563888888889,1048.654326830217,0.0,0.4,0.4,0.0864725450880446
Shuicheng,2010,0.561920223358275,0.5170214372936907,895.4308060225894,2.0,0.8,0.8,1.921523088068112
Zhongshan,2010,0.5217894948054526,0.4656361112936576,782.4267021248647,2.0,0.8,0.8,3.186154509638887
Guanlingbuyizumiaozu,2010,0.5073783489482079,0.4998408354209237,1144.6722412085032,2.0,0.8,0.8,18.30559404058004
Pingba,2010,0.4826200300213757,0.4484245891751093,946.6392716325644,2.0,0.8,0.8,23.04381036544468
Puding,2010,0.4862383235304491,0.4469798169086402,1000.1737674505208,2.0,0.8,0.8,9.911927761216717
Xixiu,2010,0.4819184747550682,0.4495307958708817,1035.7130596165591,2.0,0.8,0.8,21.52884621920908
Zhenningbuyizuandmiaozu,2010,0.528155469507039,0.4765278744697715,1155.2548869268685,2.0,0.8,0.8,5.147267131763767
Ziyunmiaozuandbuyizu,2010,0.5387247566267577,0.4538933100141411,1203.2907333600626,1.0,0.6,0.6,1.5019892158423918
Dafang,2010,0.5803099255035293,0.5245876952029257,759.9253777691644,1.0,0.6,0.6,18.02780994513717
Hezhang,2010,0.5786313567659908,0.5283708538432351,732.4388886764868,1.0,0.6,0.6,5.124168693188555
Jinsha,2010,0.6158774047300298,0.5566819578274155,738.9346788037901,1.0,0.6,0.6,1.431018253961164
Nayong,2010,0.5782200040488685,0.5250904421210572,827.5583147952568,2.0,0.8,0.8,6.898442444125343
Qixingguan,2010,0.578836920265543,0.5232194774379688,751.0540660365718,2.0,0.8,0.8,9.75842044134727
Qianxi,2010,0.5511609643482056,0.5202629203925572,791.3456211527676,1.0,0.6,0.6,9.388543507179223
Weiningyizuhuizumiaozu,2010,0.5221625944591873,0.5119204598763202,715.1828660084115,2.0,0.8,0.8,34.22099558416516
Zhijin,2010,0.5466069523171724,0.5210565907605896,883.2688894481246,2.0,0.8,0.8,3.332235401204219
Guanshanhu,2010,0.4550199780087458,0.3978187987457421,887.8208411085249,2.0,0.8,0.8,0.8585294211551363
Huaxi,2010,0.4970686381725567,0.4712893277418273,980.847887773682,2.0,0.8,0.8,12.60055417198841
Kaiyang,2010,0.5806614470504767,0.5062554007820137,836.8191160788249,1.0,0.6,0.6,0.3329483995264734
Nanming,2010,0.4477180752837736,0.4698072890088287,919.2066459999584,2.0,0.8,0.8,2.23661764027848
Qingzhen,2010,0.5017925948332732,0.4380300087425779,868.2409841862047,2.0,0.8,0.8,3.4670192448949595
Wudang,2010,0.5636815622245444,0.5408613095238095,891.438217389922,2.0,0.8,0.8,0.1097375193295826
Xifeng,2010,0.5608020963534427,0.4993361868686869,788.405126094119,1.0,0.6,0.6,0.3608225055137449
Xiuwen,2010,0.5405247524272467,0.4717514378478665,834.4573635097512,2.0,0.8,0.8,0.2790995482418099
Yunyan,2010,0.4095433864966748,0.4529182176565376,898.4385302125643,2.0,0.8,0.8,1.6371877072739325
Baiyun,2010,0.458232563018106,0.4795529166666667,876.6035682633011,2.0,0.8,0.8,0.463004993191103
Bozhou,2010,0.5555292280418136,0.5325194010142795,781.3770502138426,1.0,0.6,0.6,0.3291591893929039
Chishui,2010,0.6099239197353056,,849.0886360098644,0.0,0.4,0.4,0.0
Daozhengelaozumiaozu,2010,0.5878210204013273,0.561492933424724,966.1373208374572,0.0,0.2,0.2,0.362037708402099
Fenggang,2010,0.5687856305604743,0.5753895833333333,874.3698838843441,0.0,0.4,0.4,0.0132555880100867
Huichuan,2010,0.5348792293029868,0.4960597222222223,804.0667653026403,1.0,0.6,0.6,0.0657557984365592
Meitan,2010,0.5668398080421063,0.5069545977011495,852.2317863137944,0.0,0.4,0.4,0.1738245866094767
Renhuai,2010,0.5681181437251331,0.5350439315835075,790.0332593522578,2.0,0.8,0.8,0.845914833623062
Suiyang,2010,0.5190337578005241,0.445507944577353,916.4486256904264,0.0,0.4,0.4,0.499793049936647
Tongzi,2010,0.5472333908745991,0.4679449692656097,924.1526480711308,1.0,0.6,0.6,0.4280443029668578
Wuchuangelaozumiaozu,2010,0.5710081527710787,0.5121423512945097,1016.6572320760476,0.0,0.2,0.2,0.3173505550547649
Xishui,2010,0.5686882292665416,0.4988271260997068,858.4501958957779,0.0,0.4,0.4,0.1542982328473391
Yuqing,2010,0.5873420342062232,0.5132408346653552,816.2852365203333,1.0,0.6,0.6,0.1213940636677859
Zhengan,2010,0.5715382397323028,0.5169694744549205,1004.425169118557,0.0,0.2,0.2,0.5374867708657205
Honghuagang,2010,0.5078958981199797,,766.0384424862197,1.0,0.6,0.6,0.0
Bijiang,2010,0.6171467616477259,0.5100227941176471,1001.7612715894678,0.0,0.4,0.4,0.1752654670805311
Dejiang,2010,0.5795785237889493,0.5307191759744704,947.7572491056986,0.0,0.4,0.4,0.282678600620447
Jiangkou,2010,0.6054322222084767,,980.4703578714308,0.0,0.4,0.4,0.0
Shiqian,2010,0.5940306232051734,0.5482354166666666,849.231766853443,1.0,0.6,0.6,0.0203202837975991
Sinan,2010,0.5823998795937163,0.5325821428571428,868.7636177698242,0.0,0.4,0.4,0.0477461813002081
Songtaomiaozu,2010,0.5948991050334398,0.5367229355165699,1076.2435222487295,0.0,0.4,0.4,0.106202726155739
Wanshan,2010,0.597481798145676,0.539259375,962.044172165517,0.0,0.4,0.4,0.0593635528737197
Yanhetujiazu,2010,0.577160810739488,0.5393251680269302,1011.5142250876528,0.0,0.2,0.2,0.8710159395916927
Yinjiangtujiazuandmiaozu,2010,0.6305862851263333,0.5805380952380952,988.763085303378,0.0,0.4,0.4,0.0253834013459175
Yupingdongzu,2010,0.5700488843752897,0.5302223958333334,899.0849589236318,0.0,0.4,0.4,0.1911698281533182
Cengong,2010,0.6148333915002681,,886.1369479835785,0.0,0.4,0.4,0.0
Congjiang,2010,0.5808295418733362,0.5021780293709945,1157.6414739447164,2.0,0.8,0.8,0.0677082795905818
Danzhai,2010,0.5506405376491689,0.4998158171521034,993.4462761237852,2.0,0.8,0.8,1.3763281930347002
Huangping,2010,0.564988613778543,0.513210578491016,857.9751740369285,1.0,0.6,0.6,1.1529161098511465
Jianhe,2010,0.5818641191535097,0.5113125000000001,920.4573145836462,0.0,0.4,0.4,0.0114101617558225
Jinping,2010,0.5818936642202813,0.4914633759165597,974.0421208373303,0.0,0.4,0.4,0.6768634021617014
Kaili,2010,0.5430405625000325,0.4928446005291004,921.4363137243322,1.0,0.6,0.6,0.1295503872491013
Leishan,2010,0.5643641551450953,,1026.4735444778448,2.0,0.8,0.8,0.0
Liping,2010,0.5732827849260891,0.5029435010350669,1102.0507822499803,0.0,0.4,0.4,0.0699572414605866
Majiang,2010,0.542480625122196,0.4856558510638299,967.2385799563745,2.0,0.8,0.8,0.2342795368308867
Rongjiang,2010,0.5894099548532603,0.5345843220338982,1055.4529022173836,2.0,0.8,0.8,0.1059165205740615
Sansui,2010,0.5696581769564565,0.4908791666666667,863.6618300090802,0.0,0.4,0.4,0.024231712184275
Shibing,2010,0.5576309445918481,0.4998804924242425,845.9478768947852,1.0,0.6,0.6,0.1800570020027731
Taijiang,2010,0.601753033736446,,925.8244527140412,1.0,0.6,0.6,0.0
Tianzhu,2010,0.5728168591110883,0.501611927219212,938.1412040570568,0.0,0.4,0.4,1.2004976853149187
Zhenyuan,2010,0.5944633234818306,0.4581363636363637,870.2574468062074,1.0,0.6,0.6,0.0132085821597119
Duyun,2010,0.5420535787165671,0.4816966040531497,1089.2703575104815,2.0,0.8,0.8,0.7528896069997555
Dushan,2010,0.5294967346526894,0.4691135490241827,1174.1463373487866,2.0,0.8,0.8,2.268073886546551
Fuquan,2010,0.5795515757864169,0.5105156785899496,894.8169303229296,2.0,0.8,0.8,1.9000415442423029
Guiding,2010,0.5654927656221604,0.4753505163880763,1000.8514856478354,2.0,0.8,0.8,1.9846145338437
Huishui,2010,0.5265255120068744,0.4713703633988614,1146.4566827337444,2.0,0.8,0.8,3.2161450122685062
Libo,2010,0.6062934370953789,0.5404861845917371,1197.852675399807,2.0,0.8,0.8,0.3420179137960863
Longli,2010,0.5566486849096484,0.4896126114034967,978.4664085782324,2.0,0.8,0.8,1.561627333953895
Luodian,2010,0.5727939498554226,0.4877808249353988,1216.2237833202755,2.0,0.8,0.8,1.42830075791035
Pingtang,2010,0.5241132239205073,0.463575646467706,1200.1627496816293,2.0,0.8,0.8,1.3923893833101004
Sandushuizu,2010,0.5500942384496897,0.5012282467532471,1134.63555329628,2.0,0.8,0.8,0.9778627380074192
Wengan,2010,0.5795426001100001,0.5140706604107573,829.4953597784987,1.0,0.6,0.6,0.2552088108325727
Changshun,2010,0.5070842975702223,0.4398179730238344,1116.683355150822,2.0,0.8,0.8,5.319764488672762
Anlong,2010,0.5692991284767488,0.5140149029402383,1261.8231793433026,0.0,0.4,0.4,6.702513152252508
Ceheng,2010,0.6283466701021193,0.5537150148587731,1238.3622814694893,1.0,0.6,0.6,0.6167886361640534
Puan,2010,0.5768127197903307,0.5011358309170281,1071.641229079888,2.0,0.8,0.8,2.889410324973587
Qinglong,2010,0.5282738806425453,0.4999925540636073,1078.4970200200798,2.0,0.8,0.8,4.400841459366841
Wangmo,2010,0.6016155836652202,0.5364626048212984,1244.0452649375293,2.0,0.8,0.8,1.847908153841667
Xingren,2010,0.5425153649762016,0.4868484785560784,1198.6606686475714,0.0,0.4,0.4,6.603030601557847
Xingyi,2010,0.5491799370701738,0.511486751265625,1116.3651130760784,1.0,0.6,0.6,4.785560651562789
Zhenfeng,2010,0.5170467881017551,0.4708459263287484,1205.4272815146828,1.0,0.6,0.6,10.521882137488532
Liuzhite,2011,0.6131052178460439,0.5498751557948995,773.0503054182819,,,,2.27228048698804
Panzhou,2011,0.5991826229490479,0.4982630555555555,748.9308476189037,,,,0.0864725450880446
Shuicheng,2011,0.6441093573906889,0.5516442786500617,692.8406410839212,,,,1.921523088068112
Zhongshan,2011,0.5905818551221853,0.5071156563315209,639.9897419046608,,,,3.186154509638887
Guanlingbuyizumiaozu,2011,0.5810408471176833,0.5347593692595317,768.8393767870429,,,,18.30559404058004
Pingba,2011,0.582100551526958,0.528596973791551,642.5342180037812,,,,23.04381036544468
Puding,2011,0.5864006590695392,0.5327384132914125,715.5395378255976,,,,9.911927761216717
Xixiu,2011,0.578580537062974,0.5469494193119709,672.1679349078074,,,,21.52884621920908
Zhenningbuyizuandmiaozu,2011,0.6074396819118927,0.5303801838301077,716.3950135771439,,,,5.147267131763767
Ziyunmiaozuandbuyizu,2011,0.6113840333398124,0.5123332697788795,703.9234928905616,,,,1.5019892158423918
Dafang,2011,0.6415533472837903,0.537309282079126,602.8365081471823,,,,18.02780994513717
Hezhang,2011,0.6458736128586897,0.5537629564251454,558.834867000356,,,,5.124168693188555
Jinsha,2011,0.6483489983742443,0.5380128368070419,551.6165531902456,,,,1.431018253961164
Nayong,2011,0.6450356569156047,0.5523798473747243,642.2097576646637,,,,6.898442444125343
Qixingguan,2011,0.6428450061844088,0.5410132163338095,538.9638658876969,,,,9.75842044134727
Qianxi,2011,0.5922767062719306,0.5091581490497743,618.5714027362153,,,,9.388543507179223
Weiningyizuhuizumiaozu,2011,0.5579282182551101,0.5152153086885544,512.8653459771506,,,,34.22099558416516
