ENG_NAME,year,ndvi_crop,rain_gs,drought_class,drought_pixel_rate,cropland_pct,county_id,post_2010,event_time,drought_treated,drought_post,high_agriculture,drought_post_high_agri,ndvi_baseline,high_ndvi,drought_post_high_ndvi,high_elevation,drought_post_high_elev,pop_density_2000,drought_post_high_density,net_migration,net_migration_per_1000,births,deaths,births_source,deaths_source,high_elev,high_density,urban_core,pop_density,agri_employ_ratio,agri_gdp_ratio,gdp_pc,income_rural,elev_mean,agri_machinery_power,rural_investment,CHN_NAME,high_pop_density,high_agri_employ_ratio,high_agri_gdp_ratio,high_gdp_pc,high_income_rural,high_elev_mean
Shiqian,2010,0.5482354166666666,849.231766853443,1.0,0.6,0.0203202837975991,56,1,0,0,0,0,0,0.5306109375,0,0,0,0,174.95395948434623,0,6800.0,6.8,5330.0,2050.0,real,real,0,0,False,189.02720147533427,0.5746504189908775,0.4412156394058392,6632.0,3224.0,858.7504097054716,14.0,68723.0,石阡县,0,0,1,0,0,0
Sinan,2010,0.5325821428571428,868.7636177698242,0.0,0.4,0.0477461813002081,58,1,0,0,0,0,0,0.5319536904761905,0,0,0,0,246.52622142536976,0,-5360.0,-5.36,8710.0,3350.0,real,real,0,1,False,302.3465703971119,0.5799057521211131,0.375031687568035,7857.0,2997.0,710.428724605623,12.0,75065.0,思南县,1,1,1,0,0,0
Songtaomiaozu,2010,0.5367229355165699,1076.2435222487295,0.0,0.4,0.106202726155739,59,1,0,0,0,0,0,0.5385140032762183,0,0,0,0,223.698007689619,0,-5600.0,-5.6,9100.0,3500.0,real,real,0,1,False,244.8408534452606,0.5676368035294955,0.3487750066867812,7986.0,2957.0,710.7590061560487,24.0,121158.0,松桃苗族自治县,1,0,1,0,0,0
Wanshan,2010,0.539259375,962.044172165517,0.0,0.4,0.0593635528737197,65,1,0,0,0,0,0,0.5727885416666667,1,0,0,0,193.3871383381025,0,,,,,estimated,estimated,0,0,True,,,0.1708989651302938,14914.0,2929.0,605.2696689639718,,,万山区,0,0,0,1,0,0
Yanhetujiazu,2010,0.5393251680269302,1011.5142250876528,0.0,0.2,0.8710159395916927,76,1,0,0,0,0,0,0.5491390832526125,0,0,0,0,222.7622519238558,0,14960.0,14.96,8450.0,3250.0,real,real,0,1,False,261.6747181964573,0.597852618765335,0.4000907855750427,7007.0,3047.0,751.2053990056814,24.0,296036.0,沿河土家族自治县,1,1,1,0,0,0
Yinjiangtujiazuandmiaozu,2010,0.5805380952380952,988.763085303378,0.0,0.4,0.0253834013459175,77,1,0,0,0,0,0,0.5717520833333334,1,0,0,0,209.0770015298317,0,-3440.0,-3.44,5590.0,2150.0,real,real,0,0,False,218.4959349593496,0.4691799094242335,0.4596261009535335,8583.0,3026.0,911.9338661168616,15.0,55518.0,印江土家族苗族自治县,1,0,1,0,0,0
Yupingdongzu,2010,0.5302223958333334,899.0849589236318,0.0,0.4,0.1911698281533182,79,1,0,0,0,0,0,0.5162242187499999,0,0,0,0,271.3178294573643,0,-1200.0,-1.2,1950.0,750.0,real,real,0,1,False,286.25954198473283,0.5251707687968311,0.1494109189664124,20831.0,4254.0,506.20051194888185,21.0,210337.0,玉屏侗族自治县,1,0,0,1,1,0
Cengong,2010,0.0,886.1369479835785,0.0,0.4,0.0,5,1,0,0,0,0,0,0.0,0,0,0,0,141.22394082044386,0,-1840.0,-1.84,2990.0,1150.0,real,real,0,0,False,154.36241610738256,0.5745706145706145,0.2609558859135151,8681.0,3100.0,672.7579543413644,17.0,24332.0,岑巩县,0,0,1,0,0,0
Congjiang,2010,0.5021780293709945,1157.6414739447164,2.0,0.8,0.0677082795905818,8,1,0,1,1,0,0,0.5535379963091378,0,0,0,0,92.47842170160295,0,7360.0,7.36,4420.0,1700.0,real,real,0,0,False,105.42635658914728,0.680233858343184,0.3472070505138348,6419.0,3124.0,682.4750570549642,11.0,50416.0,从江县,0,1,1,0,0,0
Danzhai,2010,0.4998158171521034,993.4462761237852,2.0,0.8,1.3763281930347002,10,1,0,1,1,0,0,0.5484241762283024,0,0,0,0,159.9147121535181,0,8720.0,8.72,2210.0,850.0,real,real,0,0,False,180.4670912951168,0.4695557235239775,0.2942172781164072,7684.0,3065.0,878.6569678132201,4.0,40731.0,丹寨县,0,0,1,0,0,0
Huangping,2010,0.513210578491016,857.9751740369285,1.0,0.6,1.1529161098511465,22,1,0,0,0,0,0,0.5331299919251149,0,0,0,0,197.84172661870505,0,17120.0,17.12,4940.0,1900.0,real,real,0,0,False,227.5449101796407,0.631468548251614,0.3771601443849942,6090.0,3013.0,894.3895322640849,19.0,29362.0,黄平县,1,1,1,0,0,0
Jianhe,2010,0.5113125000000001,920.4573145836462,0.0,0.4,0.0114101617558225,27,1,0,0,0,0,0,0.5425614583333334,0,0,0,0,98.03921568627452,0,28240.0,28.24,3250.0,1250.0,real,real,0,0,False,114.6788990825688,0.5921466228633464,0.3056756359358917,7390.0,3036.0,819.8286879358895,9.0,59540.0,剑河县,0,1,1,0,0,0
Jinping,2010,0.4914633759165597,974.0421208373303,0.0,0.4,0.6768634021617014,28,1,0,0,0,0,0,0.5588215797942088,0,0,0,0,131.49655604257984,0,8240.0,8.24,2990.0,1150.0,real,real,0,0,False,142.06300185299568,0.4820813682131958,0.1952709940402159,8780.0,2973.0,621.1858835990292,13.0,18103.0,锦屏县,0,0,0,0,0,0
Kaili,2010,0.4928446005291004,921.4363137243322,1.0,0.6,0.1295503872491013,30,1,0,0,0,0,0,0.5500083109267275,0,0,0,0,329.24961715160794,0,-3920.0,-3.92,6370.0,2450.0,real,real,0,1,True,375.76687116564415,0.5034118856008036,0.0844258070802042,16353.0,4081.0,854.5428967462259,20.0,724479.0,凯里市,1,0,0,1,1,0
Leishan,2010,0.0,1026.4735444778448,2.0,0.8,0.0,32,1,0,1,1,0,0,0.0,0,0,0,0,114.84823625922888,0,-1200.0,-1.2,1950.0,750.0,real,real,0,0,False,124.58471760797342,0.5671600848271278,0.2466467132246979,7628.0,2982.0,1165.3277085364512,13.0,57730.0,雷山县,0,0,1,0,0,1
Liping,2010,0.5029435010350669,1102.0507822499803,0.0,0.4,0.0699572414605866,34,1,0,0,0,0,0,0.5486270520983627,0,0,0,0,108.08376491781132,0,5920.0,5.92,6760.0,2600.0,real,real,0,0,False,117.59384893713252,0.5296754653401797,0.2823323514934643,6389.0,3030.0,697.8561308568529,23.0,382334.0,黎平县,0,0,1,0,0,0
Majiang,2010,0.4856558510638299,967.2385799563745,2.0,0.8,0.2342795368308867,38,1,0,1,1,0,0,0.5583096631205673,0,0,0,0,174.85428809325563,0,8400.0,8.4,2730.0,1050.0,real,real,0,0,False,171.8494271685761,0.6432411041123899,0.2762877910038976,8328.0,3106.0,984.9345690241216,11.0,81125.0,麻江县,0,1,1,0,0,0
Rongjiang,2010,0.5345843220338982,1055.4529022173836,2.0,0.8,0.1059165205740615,52,1,0,1,1,0,0,0.5657995762711865,1,1,0,0,96.50180940892642,0,7280.0,7.28,4550.0,1750.0,real,real,0,0,False,106.18932038834951,0.6578167066393068,0.4088935673249645,6586.0,3023.0,704.0477090802241,10.0,69550.0,榕江县,0,1,1,0,0,0
Sansui,2010,0.4908791666666667,863.6618300090802,0.0,0.4,0.024231712184275,54,1,0,0,0,0,0,0.5029312499999999,0,0,0,0,193.05019305019303,0,-1760.0,-1.76,2860.0,1100.0,real,real,0,0,False,213.5922330097088,0.4379550273721892,0.2346847977366583,8362.0,3107.0,748.7242194533794,7.0,26514.0,三穗县,1,0,1,0,0,0
Shibing,2010,0.4998804924242425,845.9478768947852,1.0,0.6,0.1800570020027731,55,1,0,0,0,0,0,0.5526907024793388,0,0,0,0,97.15025906735752,0,8880.0,8.88,1950.0,750.0,real,real,0,0,False,97.911227154047,0.736869765150271,0.2904826055947381,9646.0,3495.0,875.5670288711707,11.0,30252.0,施秉县,0,1,1,0,0,0
Taijiang,2010,0.0,925.8244527140412,1.0,0.6,0.0,61,1,0,0,0,0,0,0.0,0,0,0,0,132.66998341625208,0,8800.0,8.8,2080.0,800.0,real,real,0,0,False,148.4230055658627,0.7623557792124334,0.2865770082959756,8513.0,2981.0,911.2337867219009,6.0,73000.0,台江县,0,1,1,0,0,0
Tianzhu,2010,0.501611927219212,938.1412040570568,0.0,0.4,1.2004976853149187,62,1,0,0,0,0,0,0.544185879490267,0,0,0,0,172.64879600181737,0,-3200.0,-3.2,5200.0,2000.0,real,real,0,0,False,183.65472910927457,0.4834491469069519,0.2520889392437331,9815.0,3319.0,548.1530754757761,10.0,107438.0,天柱县,0,0,1,0,0,0
Zhenyuan,2010,0.4581363636363637,870.2574468062074,1.0,0.6,0.0132085821597119,84,1,0,0,0,0,0,0.5126375,0,0,0,0,127.79552715654953,0,7920.0,7.92,3510.0,1350.0,real,real,0,0,False,142.85714285714286,0.557469387755102,0.2626169364679085,11874.0,3335.0,787.3571901247955,10.0,74676.0,镇远县,0,0,1,1,0,0
Duyun,2010,0.4816966040531497,1089.2703575104815,2.0,0.8,0.7528896069997555,14,1,0,1,1,0,0,0.5303353348150271,0,0,0,0,202.2867194371152,0,6160.0,6.16,6370.0,2450.0,real,real,0,0,True,214.44201312910283,0.545170227950128,0.0903272785044749,16886.0,4603.0,1034.146153426948,31.0,328578.0,都匀市,1,0,0,1,1,1
Dushan,2010,0.4691135490241827,1174.1463373487866,2.0,0.8,2.268073886546551,13,1,0,1,1,0,0,0.5094219291331896,0,0,0,0,139.05930470347647,0,-2800.0,-2.8,4550.0,1750.0,real,real,0,0,False,141.29995962858297,0.5612505392442967,0.2850891119741416,9028.0,3564.0,986.5949479193964,20.0,154936.0,独山县,0,0,1,0,0,0
Fuquan,2010,0.5105156785899496,894.8169303229296,2.0,0.8,1.9000415442423029,16,1,0,1,1,0,0,0.5462666155513287,0,0,0,0,177.72511848341233,0,7440.0,7.44,4290.0,1650.0,real,real,0,0,True,195.03546099290784,0.6207229344485589,0.119504533672748,18829.0,3886.0,1096.739593457757,18.0,347243.0,福泉市,0,1,0,1,1,1
Guiding,2010,0.4753505163880763,1000.8514856478354,2.0,0.8,1.9846145338437,19,1,0,1,1,0,0,0.5430811791514438,0,0,0,0,165.64417177914112,0,-2320.0,-2.32,3770.0,1450.0,real,real,0,0,False,178.2421634910879,0.5722683898704976,0.1508343718019228,12187.0,3755.0,1194.31585973154,14.0,113079.0,贵定县,0,0,0,1,0,1
Huishui,2010,0.4713703633988614,1146.4566827337444,2.0,0.8,3.2161450122685062,25,1,0,1,1,1,1,0.5055148811268686,0,0,0,0,165.9919028340081,0,6480.0,6.48,5850.0,2250.0,real,real,0,0,False,182.03883495145632,0.574781139266891,0.2978514870267194,8177.0,3826.0,1141.0596128201453,19.0,141127.0,惠水县,0,1,1,0,1,1
Libo,2010,0.5404861845917371,1197.852675399807,2.0,0.8,0.3420179137960863,33,1,0,1,1,0,0,0.5719060132083291,1,1,0,0,67.34006734006734,0,-1360.0,-1.36,2210.0,850.0,real,real,0,0,False,70.36423841059603,0.6618925119933254,0.1893882068599437,12048.0,3528.0,773.2017447387195,20.0,96158.0,荔波县,0,1,0,1,0,0
Longli,2010,0.4896126114034967,978.4664085782324,2.0,0.8,1.561627333953895,36,1,0,1,1,0,0,0.5547468480049857,0,0,0,0,131.49243918474687,0,-1760.0,-1.76,2860.0,1100.0,real,real,0,0,False,144.73684210526315,0.7539305333885915,0.1082179650970922,16778.0,3933.0,1302.3564718282144,11.0,118954.0,龙里县,0,1,0,1,1,1
Luodian,2010,0.4877808249353988,1216.2237833202755,2.0,0.8,1.42830075791035,37,1,0,1,1,0,0,0.5307700492502923,0,0,0,0,99.56853634251576,0,-2720.0,-2.72,4420.0,1700.0,real,real,0,0,False,112.84434118818452,0.5905939118874066,0.2919985610771365,8877.0,3687.0,737.744283441668,10.0,138378.0,罗甸县,0,1,1,0,0,0
Pingtang,2010,0.463575646467706,1200.1627496816293,2.0,0.8,1.3923893833101004,44,1,0,1,1,0,0,0.5362436109471612,0,0,0,0,102.65486725663716,0,-2560.0,-2.56,4160.0,1600.0,real,real,0,0,False,114.04133998574484,0.6967176469365052,0.353230761065,6443.0,3428.0,979.8430777209434,13.0,109493.0,平塘县,0,1,1,0,0,0
Sandushuizu,2010,0.5012282467532471,1134.63555329628,2.0,0.8,0.9778627380074192,53,1,0,1,1,0,0,0.5512158499278494,0,0,0,0,130.25210084033614,0,17280.0,17.28,4680.0,1800.0,real,real,0,0,False,151.5151515151515,0.5797647257955315,0.3327975999142826,5554.0,3478.0,747.0714492320969,13.0,37909.0,三都水族自治县,0,1,1,0,0,0
Wengan,2010,0.5140706604107573,829.4953597784987,1.0,0.6,0.2552088108325727,67,1,0,0,0,0,0,0.539987715397837,0,0,0,0,217.83181357649443,0,16400.0,16.4,6110.0,2350.0,real,real,0,0,False,239.429444727458,0.4890331932588547,0.206286836935167,10549.0,4051.0,1052.1480135938252,35.0,115227.0,瓮安县,1,0,0,1,1,1
Changshun,2010,0.4398179730238344,1116.683355150822,2.0,0.8,5.319764488672762,6,1,0,1,1,1,1,0.5236346270032257,0,0,0,0,152.96367112810708,0,-2080.0,-2.08,3380.0,1300.0,real,real,0,0,False,167.85022595222725,0.6466483524555244,0.2815554558148813,8241.0,3555.0,1233.1749466111116,12.0,95817.0,长顺县,0,1,1,0,0,1
Anlong,2010,0.5140149029402383,1261.8231793433026,0.0,0.4,6.702513152252508,0,1,0,0,0,1,0,0.5134174397601035,0,0,0,0,183.1992850759607,0,6400.0,6.4,5980.0,2300.0,real,real,0,0,False,206.0931899641577,0.7137312638710218,0.2249243954923686,10437.0,3328.0,1285.3294841763973,24.0,225000.0,安龙县,0,1,0,1,0,1
Ceheng,2010,0.5537150148587731,1238.3622814694893,1.0,0.6,0.6167886361640534,4,1,0,0,0,0,0,0.5879226776802501,1,0,0,0,80.83140877598153,0,8160.0,8.16,3120.0,1200.0,real,real,0,0,False,92.41432422025414,0.6282022404420818,0.3452996808033257,6104.0,2760.0,861.9173277872616,15.0,18303.0,册亨县,0,1,1,0,0,0
Puan,2010,0.5011358309170281,1071.641229079888,2.0,0.8,2.889410324973587,45,1,0,1,1,0,0,0.5096022971664728,0,0,1,1,195.9412176347096,0,7440.0,7.44,4290.0,1650.0,real,real,1,0,False,226.96011004126547,0.6280207198594963,0.1665909854433627,10511.0,3032.0,1540.5955652321445,6.0,145697.0,普安县,1,1,0,1,0,1
Qinglong,2010,0.4999925540636073,1078.4970200200798,2.0,0.8,4.400841459366841,48,1,0,1,1,1,1,0.5392488402548564,0,0,0,0,202.854996243426,0,7440.0,7.44,4290.0,1650.0,real,real,0,0,False,251.9083969465649,0.6423655443281169,0.1834738196271192,8295.0,2918.0,1234.5352405371066,13.0,151502.0,晴隆县,1,1,0,0,0,1
Wangmo,2010,0.5364626048212984,1244.0452649375293,2.0,0.8,1.847908153841667,64,1,0,1,1,0,0,0.5647911365155242,1,1,0,0,89.82035928143712,0,-2560.0,-2.56,4160.0,1600.0,real,real,0,0,False,106.03048376408218,0.6338493266716588,0.3309565009845456,5257.0,2586.0,869.8967819482223,12.0,46725.0,望谟县,0,1,1,0,0,0
Xingren,2010,0.4868484785560784,1198.6606686475714,0.0,0.4,6.603030601557847,71,1,0,0,0,1,0,0.5088626326884613,0,0,0,0,193.3871383381025,0,,,,,,,0,0,,,,,,,,,,兴仁县,0,0,0,0,0,0
Xingyi,2010,0.511486751265625,1116.3651130760784,1.0,0.6,4.785560651562789,72,1,0,0,0,1,0,0.5201113934149545,0,0,0,0,243.90243902439025,0,-6480.0,-6.48,10530.0,4050.0,real,real,0,1,True,278.54195323246216,0.6553826954247586,0.1120496743579281,18150.0,4651.0,1327.594873338411,46.0,571982.0,兴义市,1,1,0,1,1,1
Zhenfeng,2010,0.4708459263287484,1205.4272815146828,1.0,0.6,10.521882137488532,81,1,0,0,0,1,0,0.5193393179289864,0,0,0,0,225.0165453342157,0,16960.0,16.96,5200.0,2000.0,real,real,0,1,False,265.0762094102054,0.6355480246142869,0.1917179674530454,11577.0,3332.0,972.4791010273306,15.0,151524.0,贞丰县,1,1,0,1,0,0
Liuzhite,2011,0.5498751557948995,773.0503054182819,,,2.27228048698804,35,1,1,1,1,0,0,0.5431900812271002,0,0,0,0,334.82142857142856,1,14560.0,14.56,9100.0,3500.0,real,real,0,1,False,390.40713887339655,0.5062765937564245,0.103135009621023,13723.0,4026.0,1419.0692009248362,25.0,468124.0,六枝特区,1,0,0,1,1,1
Panzhou,2011,0.4982630555555555,748.9308476189037,,,0.0864725450880446,42,1,1,0,0,0,0,0.5440188952020202,0,0,1,0,193.3871383381025,0,,,,,,,1,0,,,,,,,,,,盘县,0,0,0,0,0,0
Shuicheng,2011,0.5516442786500617,692.8406410839212,,,1.921523088068112,57,1,1,1,1,0,0,0.5728227529591806,1,1,1,1,195.3125,0,-6640.0,-6.64,10790.0,4150.0,real,real,1,0,False,231.26219002507665,0.6095750916478735,0.101068625832741,12649.0,4010.0,1732.0036831871969,38.0,548173.0,水城县,1,1,0,1,1,1
Zhongshan,2011,0.5071156563315209,639.9897419046608,,,3.186154509638887,86,1,1,1,1,1,1,0.5289898294317594,0,0,1,1,193.3871383381025,0,-4960.0,-4.96,8060.0,3100.0,real,real,1,0,True,,,0.0092057350776711,35312.0,5789.0,1945.0111394390124,,1120785.0,钟山区,0,0,0,1,1,1
Guanlingbuyizumiaozu,2011,0.5347593692595317,768.8393767870429,,,18.30559404058004,17,1,1,1,1,1,1,0.5418289418724831,0,0,0,0,218.2810368349249,0,-2960.0,-2.96,4810.0,1850.0,real,real,0,0,False,252.04359673024524,0.6545801224323796,0.2168934167257721,10314.0,4022.0,1128.999499255327,16.0,105525.0,关岭布依族苗族自治县,1,1,0,1,1,1
Pingba,2011,0.528596973791551,642.5342180037812,,,23.04381036544468,43,1,1,1,1,1,1,0.51749653033561,0,0,0,0,193.3871383381025,0,,,,,,,0,0,,,,,,,,,,平坝县,0,0,0,0,0,0
Puding,2011,0.5327384132914125,715.5395378255976,,,9.911927761216717,46,1,1,1,1,1,1,0.5108147690311406,0,0,0,0,368.66359447004606,1,6320.0,6.32,6110.0,2350.0,real,real,0,1,False,430.7974335472044,0.5539451911046535,0.1739379835688536,9754.0,4088.0,1352.3743006891175,20.0,133015.0,普定县,1,0,0,0,1,1
Xixiu,2011,0.5469494193119709,672.1679349078074,,,21.52884621920908,75,1,1,1,1,1,1,0.525234914722094,0,0,0,0,193.3871383381025,0,-16160.0,-16.16,9880.0,3800.0,real,real,0,0,True,,,0.1048707450768085,15495.0,5530.0,1340.1493623502522,,739191.0,西秀区,0,0,0,1,1,1
Zhenningbuyizuandmiaozu,2011,0.5303801838301077,716.3950135771439,,,5.147267131763767,83,1,1,1,1,1,1,0.5408999284938268,0,0,0,0,197.55955839628123,0,-3040.0,-3.04,4940.0,1900.0,real,real,0,0,False,221.316249271986,0.6334954428135545,0.1543479790824554,11556.0,3998.0,1042.2670052541107,18.0,68168.0,镇宁布依族苗族自治县,1,1,0,1,1,1
Ziyunmiaozuandbuyizu,2011,0.5123332697788795,703.9234928905616,,,1.5019892158423918,87,1,1,0,0,0,0,0.5123081879161675,0,0,0,0,144.73684210526315,0,7120.0,7.12,4810.0,1850.0,real,real,0,0,False,161.99649737302977,0.6221717340461076,0.3774795770674386,7564.0,3966.0,1155.1451988608687,16.0,64844.0,紫云苗族布依族自治县,0,1,1,0,1,1
Dafang,2011,0.537309282079126,602.8365081471823,,,18.02780994513717,9,1,1,0,0,1,0,0.5800633145247991,1,0,1,0,271.42857142857144,0,1760.0,1.76,13520.0,5200.0,real,real,1,1,False,296.71897289586303,0.5563195091655783,0.1724346244420231,11692.0,4239.0,1547.6607839333071,27.0,279231.0,大方县,1,0,0,1,1,1
Hezhang,2011,0.5537629564251454,558.834867000356,,,5.124168693188555,20,1,1,0,0,1,0,0.5611909950923055,1,0,1,0,191.0631741140216,0,3840.0,3.84,10140.0,3900.0,real,real,1,0,False,240.0,0.5600694250610261,0.3208538565659705,6830.0,3892.0,1998.416077907783,26.0,268342.0,赫章县,1,0,1,0,1,1
Jinsha,2011,0.5380128368070419,551.6165531902456,,,1.431018253961164,29,1,1,0,0,0,0,0.5583334568729623,0,0,0,0,225.4746835443038,0,4640.0,4.64,8840.0,3400.0,real,real,0,1,False,268.9873417721519,0.4993505309374518,0.1030807580306865,19309.0,4910.0,1108.2025369267712,7.0,858240.0,金沙县,1,0,0,1,1,1
Nayong,2011,0.5523798473747243,642.2097576646637,,,6.898442444125343,41,1,1,1,1,1,1,0.5774449727943816,1,1,1,1,298.202614379085,1,12480.0,12.48,12480.0,4800.0,real,real,1,1,False,392.15686274509807,0.4475656247892509,0.1354802037313222,13251.0,3918.0,1689.1562023831757,26.0,350000.0,纳雍县,1,0,0,1,1,1
Qixingguan,2011,0.5410132163338095,538.9638658876969,,,9.75842044134727,50,1,1,1,1,1,1,0.5875250232843955,1,1,1,1,363.4232121922626,1,18160.0,18.16,19630.0,7550.0,real,real,1,1,True,442.5556858147714,0.4637901539631249,0.1668153154038072,13463.0,4412.0,1519.8633799638023,6.0,1109702.0,七星关区,1,0,0,1,1,1
Qianxi,2011,0.5091581490497743,618.5714027362153,,,9.388543507179223,47,1,1,0,0,1,0,0.5534201653145214,0,0,0,0,313.35683509596555,0,13040.0,13.04,11570.0,4450.0,real,real,0,1,False,373.792524149517,0.4269284891638698,0.1380720687277934,13054.0,4276.0,1291.0087539028914,32.0,412200.0,黔西县,1,0,0,1,1,1
Weiningyizuhuizumiaozu,2011,0.5152153086885544,512.8653459771506,,,34.22099558416516,66,1,1,1,1,1,1,0.5344928769891708,0,0,1,1,165.18424396442185,0,28880.0,28.88,18590.0,7150.0,real,real,1,0,False,227.1283354510801,0.6436505837206861,0.3512731788875146,6261.0,4068.0,2166.5410053047285,32.0,423828.0,威宁彝族回族苗族自治县,1,1,1,0,1,1
Zhijin,2011,0.54185975426451,680.9748389780136,,,3.332235401204219,85,1,1,1,1,1,1,0.5783823981431635,1,1,1,1,313.8075313807531,1,21280.0,21.28,14560.0,5600.0,real,real,1,1,False,390.5160390516039,0.5245851790074171,0.1834924800482829,9487.0,4029.0,1507.5625056794934,2.0,435703.0,织金县,1,0,0,0,1,1
Guanshanhu,2011,0.48111242717983,607.0559124610068,,,0.8585294211551363,18,1,1,1,1,0,0,0.5158036167351097,0,0,0,0,193.3871383381025,0,8000.0,8.0,3380.0,1300.0,real,real,0,0,True,,,,,,1280.0163568861724,,,观山湖区,0,0,0,0,0,1
Huaxi,2011,0.518713800963318,636.6438995985553,,,12.60055417198841,23,1,1,1,1,1,1,0.5290395919891179,0,0,0,0,193.3871383381025,0,-2880.0,-2.88,4680.0,1800.0,real,real,0,0,True,,,0.0800956402114045,27274.0,7508.0,1219.0663960947195,,1129330.0,花溪区,0,0,0,1,1,1
Kaiyang,2011,0.4965257392473116,562.0579648340647,,,0.3329483995264734,31,1,1,0,0,0,0,0.5602290902981428,0,0,0,0,207.30503455083908,0,-3520.0,-3.52,5720.0,2200.0,real,real,0,0,False,217.1767028627838,0.498724333537511,0.1627141730765005,22892.0,6781.0,1072.741926726541,14.0,756000.0,开阳县,1,0,0,1,1,1
Nanming,2011,0.5113321018479986,615.0862276848815,,,2.23661764027848,40,1,1,1,1,0,0,0.5545337407400402,0,0,0,0,193.3871383381025,0,3360.0,3.36,10920.0,4200.0,real,real,0,0,True,,,0.0060215984697244,36015.0,9031.0,1137.4437385085653,,1476787.0,南明区,0,0,0,1,1,1
Qingzhen,2011,0.5132222564734177,629.795010930553,,,3.4670192448949595,49,1,1,1,1,1,1,0.511695280829848,0,0,0,0,335.1206434316354,1,5920.0,5.92,6760.0,2600.0,real,real,0,1,False,348.5254691689008,0.6464988348550254,0.0979407157097731,24972.0,6898.0,1281.1531232410543,19.0,868853.0,清镇市,1,1,0,1,1,1
Wudang,2011,0.5060041666666667,595.0377459619028,,,0.1097375193295826,69,1,1,1,1,0,0,0.5798244588744589,1,1,0,0,193.3871383381025,0,6960.0,6.96,5070.0,1950.0,real,real,0,0,True,,,0.0663555139835457,32609.0,8332.0,1229.983821870034,,901946.0,乌当区,0,0,0,1,1,1
Xifeng,2011,0.5303059722222222,538.7207372889505,,,0.3608225055137449,70,1,1,0,0,0,0,0.5541319318181818,0,0,0,0,231.43683702989392,0,-2080.0,-2.08,3380.0,1300.0,real,real,0,1,False,250.72324011571845,0.5303619209714505,0.107728884241528,30323.0,6434.0,1103.3319564335773,15.0,807900.0,息烽县,1,0,0,1,1,1
Xiuwen,2011,0.5130532312925169,579.7345896788977,,,0.2790995482418099,74,1,1,1,1,0,0,0.531109199134199,0,0,0,0,270.7749766573296,1,-2480.0,-2.48,4030.0,1550.0,real,real,0,1,False,289.179104477612,0.532418396302179,0.1509572020328297,23023.0,6470.0,1270.0428617010464,19.0,758906.0,修文县,1,0,0,1,1,1
Yunyan,2011,0.4669148871745772,610.4239807990319,,,1.6371877072739325,78,1,1,1,1,0,0,0.536317225627302,0,0,0,0,193.3871383381025,0,12320.0,12.32,12740.0,4900.0,real,real,0,0,True,,,0.0010462632708586,39597.0,9124.0,1189.6217249896604,,1750400.0,云岩区,0,0,0,1,1,1
Baiyun,2011,0.4971866666666667,605.8435741734097,,,0.463004993191103,1,1,1,1,1,0,0,0.53054625,0,0,0,0,193.3871383381025,0,7920.0,7.92,3510.0,1350.0,real,real,0,0,True,,,0.0357333896947351,28729.0,8887.0,1326.761683561893,,1331860.0,白云区,0,0,0,1,1,1
Bozhou,2011,0.5509726132619046,542.394673394184,,,0.3291591893929039,3,1,1,0,0,0,0,0.56792391370366,1,0,0,0,193.3871383381025,0,,,,,,,0,0,,,,,,,,,,遵义县,0,0,0,0,0,0
Chishui,2011,0.0,516.8515700412129,,,0.0,7,1,1,0,0,0,0,0.0,0,0,0,0,161.02165463631317,0,-2480.0,-2.48,4030.0,1550.0,real,real,0,0,False,167.3866090712743,0.5487585591806203,0.1710451115437893,17372.0,5598.0,779.6689136648356,13.0,405533.0,赤水市,0,0,0,1,1,0
Daozhengelaozumiaozu,2011,0.6158031502200014,589.1201643222714,,,0.362037708402099,11,1,1,0,0,0,0,0.5922148730712615,1,0,0,0,148.4230055658627,0,-2720.0,-2.72,4420.0,1700.0,real,real,0,0,False,157.69944341372914,0.4588565205554043,0.3030414514544072,8512.0,3539.0,1023.4502414594908,16.0,137550.0,道真仡佬族苗族自治县,0,0,1,0,0,0
Fenggang,2011,0.5788479166666667,610.868371747633,,,0.0132555880100867,15,1,1,0,0,0,0,0.5404666666666667,0,0,0,0,207.11630377057887,0,6560.0,6.56,5720.0,2200.0,real,real,0,0,False,233.6696760488582,0.5951330816367336,0.3433979858261842,8648.0,4446.0,866.3270212753873,35.0,121952.0,凤冈县,1,1,1,0,1,0
Huichuan,2011,0.551724558080808,518.3096013986677,,,0.0657557984365592,24,1,1,0,0,0,0,0.5739479166666668,1,0,0,0,193.3871383381025,0,6480.0,6.48,5850.0,2250.0,real,real,0,0,True,,,0.0372453700838652,30977.0,7190.0,1067.1800652055215,,597783.0,汇川区,0,0,0,1,1,1
Meitan,2011,0.5158658045977011,603.4766698807367,,,0.1738245866094767,39,1,1,0,0,0,0,0.5481515151515151,0,0,0,0,249.32249322493223,0,6080.0,6.08,6500.0,2500.0,real,real,0,1,False,267.9528403001072,0.5926259298899827,0.2756547311854382,9761.0,5841.0,950.684546270599,25.0,325000.0,湄潭县,1,1,1,0,1,0
Renhuai,2011,0.5376213946735022,524.8932361754541,,,0.845914833623062,51,1,1,1,1,0,0,0.583264056773052,1,1,0,0,313.19910514541385,1,4720.0,4.72,8710.0,3350.0,real,real,0,1,False,374.7203579418344,0.5207580366195503,0.0457096837078396,47154.0,5777.0,936.6090628132948,31.0,668421.0,仁怀市,1,0,0,1,1,0
