ENG_NAME,year,ndvi_crop,rain_gs,drought_class,drought_pixel_rate,cropland_pct,county_id,post_2010,event_time,drought_treated,drought_post,high_agriculture,drought_post_high_agri,ndvi_baseline,high_ndvi,drought_post_high_ndvi,high_elevation,drought_post_high_elev,pop_density_2000,drought_post_high_density,net_migration,net_migration_per_1000,births,deaths,births_source,deaths_source,high_elev,high_density,urban_core,pop_density,agri_employ_ratio,agri_gdp_ratio,gdp_pc,income_rural,elev_mean,agri_machinery_power,rural_investment,CHN_NAME,high_pop_density,high_agri_employ_ratio,high_agri_gdp_ratio,high_gdp_pc,high_income_rural,high_elev_mean
Taijiang,2008,0.0,965.6514729813532,,,0.0,61,0,-2,0,0,0,0,0.0,0,0,0,0,132.66998341625208,0,,-1.2,1950.0,750.0,real,real,0,0,False,135.37906137184115,0.532811896092272,0.3517045017314352,4863.0,2365.0,911.2337867219009,4.9,30430.0,台江县,0,0,1,0,0,0
Tianzhu,2008,0.5524278145695365,874.0780156630794,,,1.2004976853149187,62,0,-2,0,0,0,0,0.544185879490267,0,0,0,0,172.64879600181737,0,,-3.2,5200.0,2000.0,real,real,0,0,False,199.9000499750125,0.5804453738515272,0.2934965177669755,5079.0,2546.0,548.1530754757761,10.1,53071.0,天柱县,0,1,1,0,0,0
Zhenyuan,2008,0.5476916666666667,799.4408968281622,,,0.0132085821597119,84,0,-2,0,0,0,0,0.5126375,0,0,0,0,127.79552715654953,0,,-2.08,3380.0,1300.0,real,real,0,0,False,138.44515441959533,0.5515518844040719,0.2895572767205178,7422.0,2596.0,787.3571901247955,9.6,175498.0,镇远县,0,0,1,0,0,0
Duyun,2008,0.5557696802408947,1196.880515069195,,,0.7528896069997555,14,0,-2,1,0,0,0,0.5303353348150271,0,0,0,0,202.2867194371152,0,,-3.84,6240.0,2400.0,real,real,0,0,True,211.0817941952507,0.5529012569399578,0.1119250201260305,12301.0,3570.0,1034.146153426948,23.3,180607.0,都匀市,0,0,0,1,0,1
Dushan,2008,0.5205731578559293,1268.1035233104897,,,2.268073886546551,13,0,-2,1,0,0,0,0.5094219291331896,0,0,0,0,139.05930470347647,0,,-2.8,4550.0,1750.0,real,real,0,0,False,143.14928425357874,0.6188345769571266,0.4179493055290328,4651.0,2676.0,986.5949479193964,18.5,44193.0,独山县,0,1,1,0,0,0
Fuquan,2008,0.5677973181402671,1055.0990271108535,,,1.9000415442423029,16,0,-2,1,0,0,0,0.5462666155513287,0,0,0,0,177.72511848341233,0,,-2.56,4160.0,1600.0,real,real,0,0,True,189.5734597156398,0.6361505133835836,0.1621929146643238,13308.0,2922.0,1096.739593457757,15.0,166669.0,福泉市,0,1,0,1,0,1
Guiding,2008,0.5752460022530956,1109.8922380579045,,,1.9846145338437,19,0,-2,1,0,0,0,0.5430811791514438,0,0,0,0,165.64417177914112,0,,-2.32,3770.0,1450.0,real,real,0,0,False,177.80502759043532,0.6340560438945188,0.145384678459348,9724.0,2848.0,1194.31585973154,11.1,36214.0,贵定县,0,1,0,0,0,1
Huishui,2008,0.5411882759419228,1148.8464324641147,,,3.2161450122685062,25,0,-2,1,0,1,0,0.5055148811268686,0,0,0,0,165.9919028340081,0,,-3.52,5720.0,2200.0,real,real,0,0,False,178.1376518218623,0.5870728373364578,0.3657593895703158,5361.0,2890.0,1141.0596128201453,15.4,62784.0,惠水县,0,1,1,0,0,1
Libo,2008,0.5813160203725386,1335.2566446841429,,,0.3420179137960863,33,0,-2,1,0,0,0,0.5719060132083291,1,0,0,0,67.34006734006734,0,,-1.36,2210.0,850.0,real,real,0,0,False,69.90131578947368,0.6399029624246569,0.2754502637195928,6872.0,2618.0,773.2017447387195,15.3,30224.0,荔波县,0,1,1,0,0,0
Longli,2008,0.5804293944743522,1068.7781120972145,,,1.561627333953895,36,0,-2,1,0,0,0,0.5547468480049857,0,0,0,0,131.49243918474687,0,,-1.76,2860.0,1100.0,real,real,0,0,False,144.64168310322157,0.753934333300341,0.1392186901570279,11819.0,3005.0,1302.3564718282144,9.6,45213.0,龙里县,0,1,0,1,0,1
Luodian,2008,0.5487503837429073,1204.1305684942354,,,1.42830075791035,37,0,-2,1,0,0,0,0.5307700492502923,0,0,0,0,99.56853634251576,0,,-2.72,4420.0,1700.0,real,real,0,0,False,112.84434118818452,0.5969929736810766,0.34271788284563,5291.0,2636.0,737.744283441668,8.0,56040.0,罗甸县,0,1,1,0,0,0
Pingtang,2008,0.5454561247241783,1219.4140339046037,,,1.3923893833101004,44,0,-2,1,0,0,0,0.5362436109471612,0,0,0,0,102.65486725663716,0,,-2.56,4160.0,1600.0,real,real,0,0,False,113.27433628318585,0.6986065280901238,0.3835436173097475,4400.0,2602.0,979.8430777209434,12.3,51787.0,平塘县,0,1,1,0,0,0
Sandushuizu,2008,0.5559197139249632,1184.417063069429,,,0.9778627380074192,53,0,-2,1,0,0,0,0.5512158499278494,0,0,0,0,130.25210084033614,0,,-2.72,4420.0,1700.0,real,real,0,0,False,141.66666666666666,0.6375770242904019,0.4185863408935057,3925.0,2641.0,747.0714492320969,11.5,13368.0,三都水族自治县,0,1,1,0,0,0
Wengan,2008,0.5551896549142422,953.105369975382,,,0.2552088108325727,67,0,-2,0,0,0,0,0.539987715397837,0,0,0,0,217.83181357649443,0,,-3.6,5850.0,2250.0,real,real,0,0,False,227.96352583586625,0.5286230408150058,0.2989746557454891,5998.0,3015.0,1052.1480135938252,28.2,54991.0,瓮安县,1,0,1,0,0,1
Changshun,2008,0.5404924212579649,1110.2674140621505,,,5.319764488672762,6,0,-2,1,0,1,0,0.5236346270032257,0,0,0,0,152.96367112810708,0,,-2.08,3380.0,1300.0,real,real,0,0,False,168.50291639662993,0.6608618411722115,0.3461661530170599,5231.0,2652.0,1233.1749466111116,7.1,38621.0,长顺县,0,1,1,0,0,1
Anlong,2008,0.5248079906547265,1161.478834830619,,,6.702513152252508,0,0,-2,0,0,1,0,0.5134174397601035,0,0,0,0,183.1992850759607,0,,6.48,5720.0,2200.0,real,real,0,0,False,196.6041108132261,0.6952037313403757,0.2460734667057117,6533.0,2523.0,1285.3294841763973,23.0,97102.0,安龙县,0,1,1,0,0,1
Ceheng,2008,0.5857696018883279,1218.5065257280048,,,0.6167886361640534,4,0,-2,0,0,0,0,0.5879226776802501,1,0,0,0,80.83140877598153,0,,-1.84,2990.0,1150.0,real,real,0,0,False,88.56372737774355,0.728363453438347,0.4738727168949772,3038.0,2020.0,861.9173277872616,11.1,14930.0,册亨县,0,1,1,0,0,0
Puan,2008,0.5356807963707683,1087.2698947349625,,,2.889410324973587,45,0,-2,1,0,0,0,0.5096022971664728,0,0,1,0,195.9412176347096,0,,-2.56,4160.0,1600.0,real,real,1,0,False,223.93282015395383,0.6940092806837866,0.2506622516556291,4990.0,2323.0,1540.5955652321445,5.6,116060.0,普安县,1,1,1,0,0,1
Qinglong,2008,0.5455620019760256,1138.6923051773058,,,4.400841459366841,48,0,-2,1,0,1,0,0.5392488402548564,0,0,0,0,202.854996243426,0,,17.6,3900.0,1500.0,real,real,0,0,False,226.07385079125848,0.7075992391406031,0.2579509541144937,4081.0,2093.0,1234.5352405371066,12.1,120228.0,晴隆县,1,1,1,0,0,1
Wangmo,2008,0.5726292079295947,1191.724576179981,,,1.847908153841667,64,0,-2,1,0,0,0,0.5647911365155242,1,0,0,0,89.82035928143712,0,,17.6,3900.0,1500.0,real,real,0,0,False,99.8003992015968,0.7295588523393115,0.4515603799185889,2440.0,1945.0,869.8967819482223,7.8,20080.0,望谟县,0,1,1,0,0,0
Xingren,2008,0.5228848425203325,1159.122681347669,,,6.603030601557847,71,0,-2,0,0,1,0,0.5088626326884613,0,0,0,0,193.3871383381025,0,,,,,,,0,0,,,,,,,,,,兴仁县,0,0,0,0,0,0
Xingyi,2008,0.5252930369318406,1048.142294439844,,,4.785560651562789,72,0,-2,0,0,1,0,0.5201113934149545,0,0,0,0,243.90243902439025,0,,33.84,10010.0,3850.0,real,real,0,1,True,264.5139127447612,0.6609085378006693,0.1319112306184603,13309.0,3590.0,1327.594873338411,44.2,360450.0,兴义市,1,1,0,1,0,1
Zhenfeng,2008,0.53395595573985,1193.4838898101823,,,10.521882137488532,81,0,-2,0,0,1,0,0.5193393179289864,0,0,0,0,225.0165453342157,0,,-3.04,4940.0,1900.0,real,real,0,1,False,251.3227513227513,0.6608152134565727,0.2338112039453837,6303.0,2518.0,972.4791010273306,14.9,162130.0,贞丰县,1,1,1,0,0,0
Liuzhite,2009,0.5211792996118303,929.2406472402372,,,2.27228048698804,35,0,-1,1,0,0,0,0.5431900812271002,0,0,0,0,334.82142857142856,0,45120.0,45.12,8580.0,3300.0,real,real,0,1,False,368.3035714285714,0.5252707871566303,0.1178939625050033,7563.0,2881.0,1419.0692009248362,12.0,124063.0,六枝特区,1,0,0,0,0,1
Panzhou,2009,0.5430498106060606,973.48050657451,,,0.0864725450880446,42,0,-1,0,0,0,0,0.5440188952020202,0,0,1,0,193.3871383381025,0,,,,,,,1,0,,,,,,,,,,盘县,0,0,0,0,0,0
Shuicheng,2009,0.5581981870221253,884.8355271856277,,,1.921523088068112,57,0,-1,1,0,0,0,0.5728227529591806,1,0,1,0,195.3125,0,13840.0,13.84,10270.0,3950.0,real,real,1,0,False,220.4241071428572,0.6518954315240191,0.1343951134731947,7878.0,2820.0,1732.0036831871969,35.0,447426.0,水城县,1,1,0,0,0,1
Zhongshan,2009,0.5199114939507271,786.8565647787013,,,3.186154509638887,86,0,-1,1,0,1,0,0.5289898294317594,0,0,1,0,193.3871383381025,0,15440.0,15.44,7670.0,2950.0,real,real,1,0,True,,,0.0101900621264024,30655.0,3874.0,1945.0111394390124,,672166.0,钟山区,0,0,0,1,1,1
Guanlingbuyizumiaozu,2009,0.5349439089740868,940.9906926067453,,,18.30559404058004,17,0,-1,1,0,1,0,0.5418289418724831,0,0,0,0,218.2810368349249,0,-2800.0,-2.8,4550.0,1750.0,real,real,0,0,False,238.4196185286104,0.6800880729191964,0.2855551881103373,6330.0,2689.0,1128.999499255327,14.0,32727.0,关岭布依族苗族自治县,1,1,1,0,0,1
Pingba,2009,0.505995434892661,776.6026484741827,,,23.04381036544468,43,0,-1,1,0,1,0,0.51749653033561,0,0,0,0,193.3871383381025,0,,,,,,,0,0,,,,,,,,,,平坝县,0,0,0,0,0,0
Puding,2009,0.4935815358939437,861.6002922508424,,,9.911927761216717,46,0,-1,1,0,1,0,0.5108147690311406,0,0,0,0,368.66359447004606,0,6400.0,6.4,5980.0,2300.0,real,real,0,1,False,421.63153070577454,0.5924081622456584,0.2049826517262954,6617.0,2745.0,1352.3743006891175,17.0,54251.0,普定县,1,1,0,0,0,1
Xixiu,2009,0.5102209031006315,828.4495690218181,,,21.52884621920908,75,0,-1,1,0,1,0,0.525234914722094,0,0,0,0,193.3871383381025,0,-16320.0,-16.32,10140.0,3900.0,real,real,0,0,True,,,0.1506360465748736,9009.0,3933.0,1340.1493623502522,,322105.0,西秀区,0,0,0,0,1,1
Zhenningbuyizuandmiaozu,2009,0.5321029029474983,894.2008774557335,,,5.147267131763767,83,0,-1,1,0,1,0,0.5408999284938268,0,0,0,0,197.55955839628123,0,7040.0,7.04,4940.0,1900.0,real,real,0,0,False,221.18742724097788,0.6704980243747328,0.1915270243760008,6292.0,2765.0,1042.2670052541107,17.0,43168.0,镇宁布依族苗族自治县,1,1,0,0,0,1
Ziyunmiaozuandbuyizu,2009,0.5130693740911428,873.2129909367103,,,1.5019892158423918,87,0,-1,0,0,0,0,0.5123081879161675,0,0,0,0,144.73684210526315,0,7200.0,7.2,4680.0,1800.0,real,real,0,0,False,157.61821366024515,0.6711365873977583,0.4749725866827995,4088.0,2701.0,1155.1451988608687,12.0,25927.0,紫云苗族布依族自治县,0,1,1,0,0,1
Dafang,2009,0.5564405271839314,693.3252131080225,,,18.02780994513717,9,0,-1,0,0,1,0,0.5800633145247991,1,0,1,0,271.42857142857144,0,-38240.0,-38.24,13000.0,5000.0,real,real,1,1,False,309.7893432465923,0.6000313125163086,0.2366333595568337,6326.0,2826.0,1547.6607839333071,19.0,,大方县,1,1,1,0,0,1
Hezhang,2009,0.5470088654922403,687.0392202851644,,,5.124168693188555,20,0,-1,0,0,1,0,0.5611909950923055,1,0,1,0,191.0631741140216,0,14240.0,14.24,9620.0,3700.0,real,real,1,0,False,227.69230769230768,0.5924228770826543,0.3517256497379127,4937.0,2753.0,1998.416077907783,21.0,44725.0,赫章县,1,1,1,0,0,1
Jinsha,2009,0.5402469055636152,667.4372012369195,,,1.431018253961164,29,0,-1,0,0,0,0,0.5583334568729623,0,0,0,0,225.4746835443038,0,4960.0,4.96,8320.0,3200.0,real,real,0,1,False,253.16455696202533,0.5300708832314649,0.1505381823691042,12467.0,3502.0,1108.2025369267712,7.0,149375.0,金沙县,1,0,0,1,0,1
Nayong,2009,0.5584345772603866,773.2085690257967,,,6.898442444125343,41,0,-1,1,0,1,0,0.5774449727943816,1,0,1,0,298.202614379085,0,13040.0,13.04,11570.0,4450.0,real,real,1,1,False,363.562091503268,0.6202717017346902,0.1802312005656685,8019.0,2834.0,1689.1562023831757,12.0,187958.0,纳雍县,1,1,0,0,0,1
Qixingguan,2009,0.5635086107340372,658.6054051478692,,,9.75842044134727,50,0,-1,1,0,1,0,0.5875250232843955,1,0,1,0,363.4232121922626,0,18880.0,18.88,18460.0,7100.0,real,real,1,1,True,416.1781946072685,0.494702000286047,0.1994824889261401,8140.0,3168.0,1519.8633799638023,6.0,324924.0,七星关区,1,0,0,0,0,1
Qianxi,2009,0.5377201630918631,718.1764654771889,,,9.388543507179223,47,0,-1,0,0,1,0,0.5534201653145214,0,0,0,0,313.35683509596555,0,-37040.0,-37.04,11050.0,4250.0,real,real,0,1,False,332.8112764291308,0.4950008642727826,0.2182042042042042,7916.0,3031.0,1291.0087539028914,27.0,255008.0,黔西县,1,0,0,0,0,1
Weiningyizuhuizumiaozu,2009,0.5214166010595942,639.1711908238902,,,34.22099558416516,66,0,-1,1,0,1,0,0.5344928769891708,0,0,1,0,165.18424396442185,0,49920.0,49.92,17160.0,6600.0,real,real,1,0,False,209.6569250317662,0.7128315951485688,0.388062458697006,4677.0,2573.0,2166.5410053047285,28.0,47709.0,威宁彝族回族苗族自治县,0,1,1,0,0,1
Zhijin,2009,0.5713872615770228,802.4840116341527,,,3.332235401204219,85,0,-1,1,0,1,0,0.5783823981431635,1,0,1,0,313.8075313807531,0,21840.0,21.84,13650.0,5250.0,real,real,1,1,False,366.10878661087867,0.5638005519409667,0.2426233882241028,5701.0,2757.0,1507.5625056794934,3.0,271507.0,织金县,1,0,1,0,0,1
Guanshanhu,2009,0.4966706944577083,762.9205322218132,,,0.8585294211551363,18,0,-1,1,0,0,0,0.5158036167351097,0,0,0,0,193.3871383381025,0,28480.0,28.48,2860.0,1100.0,real,real,0,0,True,,,,,,1280.0163568861724,,,观山湖区,0,0,0,0,0,1
Huaxi,2009,0.5140658545452172,776.260698994755,,,12.60055417198841,23,0,-1,1,0,1,0,0.5290395919891179,0,0,0,0,193.3871383381025,0,-23040.0,-23.04,4680.0,1800.0,real,real,0,0,True,,,0.1028021581539149,18910.0,5318.0,1219.0663960947195,,346397.0,花溪区,0,0,0,1,1,1
Kaiyang,2009,0.5350223118279571,761.445501068381,,,0.3329483995264734,31,0,-1,0,0,0,0,0.5602290902981428,0,0,0,0,207.30503455083908,0,-3440.0,-3.44,5590.0,2150.0,real,real,0,0,False,212.24086870681143,0.5484070026772656,0.1844257882042152,13518.0,4808.0,1072.741926726541,14.0,551600.0,开阳县,0,0,0,1,1,1
Nanming,2009,0.5421695041691713,749.0811032214476,,,2.23661764027848,40,0,-1,1,0,0,0,0.5545337407400402,0,0,0,0,193.3871383381025,0,43920.0,43.92,10530.0,4050.0,real,real,0,0,True,,,0.0078550759058398,26801.0,6713.0,1137.4437385085653,,755561.0,南明区,0,0,0,1,1,1
Qingzhen,2009,0.5018918430547771,764.895124794196,,,3.4670192448949595,49,0,-1,1,0,1,0,0.511695280829848,0,0,0,0,335.1206434316354,0,-4000.0,-4.0,6500.0,2500.0,real,real,0,1,False,335.1206434316354,0.6983058001880312,0.1128206897486479,16280.0,4828.0,1281.1531232410543,17.0,637823.0,清镇市,1,1,0,1,1,1
Wudang,2009,0.5549929653679654,745.3525011724474,,,0.1097375193295826,69,0,-1,1,0,0,0,0.5798244588744589,1,0,0,0,193.3871383381025,0,7200.0,7.2,4680.0,1800.0,real,real,0,0,True,,,0.0771745553883035,29687.0,6092.0,1229.983821870034,,1773683.0,乌当区,0,0,0,1,1,1
Xifeng,2009,0.5281066414141413,700.0806892057371,,,0.3608225055137449,70,0,-1,0,0,0,0,0.5541319318181818,0,0,0,0,231.43683702989392,0,-2000.0,-2.0,3250.0,1250.0,real,real,0,1,False,241.08003857280616,0.5966466184255865,0.1118792169007853,20740.0,4342.0,1103.3319564335773,12.0,180298.0,息烽县,1,1,0,1,1,1
Xiuwen,2009,0.5085467687074829,738.5782954063583,,,0.2790995482418099,74,0,-1,1,0,0,0,0.531109199134199,0,0,0,0,270.7749766573296,0,17760.0,17.76,3900.0,1500.0,real,real,0,1,False,278.81040892193306,0.6164208640712656,0.1786999518651613,14099.0,4620.0,1270.0428617010464,17.0,325108.0,修文县,1,1,0,1,1,1
Yunyan,2009,0.531405356526243,743.256001779852,,,1.6371877072739325,78,0,-1,1,0,0,0,0.536317225627302,0,0,0,0,193.3871383381025,0,32960.0,32.96,11960.0,4600.0,real,real,0,0,True,,,0.0005256046136488,33692.0,6734.0,1189.6217249896604,,1105503.0,云岩区,0,0,0,1,1,1
Baiyun,2009,0.5372404166666667,756.459283198898,,,0.463004993191103,1,0,-1,1,0,0,0,0.53054625,0,0,0,0,193.3871383381025,0,8080.0,8.08,3250.0,1250.0,real,real,0,0,True,,,0.0386867044046412,28421.0,6558.0,1326.761683561893,,528659.0,白云区,0,0,0,1,1,1
Bozhou,2009,0.5389593094895884,731.2777697893819,,,0.3291591893929039,3,0,-1,0,0,0,0,0.56792391370366,1,0,0,0,193.3871383381025,0,,,,,,,0,0,,,,,,,,,,遵义县,0,0,0,0,0,0
Chishui,2009,0.0,832.0692465783148,,,0.0,7,0,-1,0,0,0,0,0.0,0,0,0,0,161.02165463631317,0,-2400.0,-2.4,3900.0,1500.0,real,real,0,0,False,159.32023366967604,0.5572795234728719,0.1907419956546342,10983.0,3997.0,779.6689136648356,12.0,199056.0,赤水市,0,0,0,1,1,0
Daozhengelaozumiaozu,2009,0.583604375470271,1087.0545400969968,,,0.362037708402099,11,0,-1,0,0,0,0,0.5922148730712615,1,0,0,0,148.4230055658627,0,-2720.0,-2.72,4420.0,1700.0,real,real,0,0,False,157.69944341372914,0.4708559959636954,0.3308583087857741,4944.0,2478.0,1023.4502414594908,23.0,55221.0,道真仡佬族苗族自治县,0,0,1,0,0,0
Fenggang,2009,0.5546333333333333,869.8122325524854,,,0.0132555880100867,15,0,-1,0,0,0,0,0.5404666666666667,0,0,0,0,207.11630377057887,0,6640.0,6.64,5590.0,2150.0,real,real,0,0,False,228.35900159320235,0.4577102428043094,0.3778454194660863,4905.0,3176.0,866.3270212753873,22.0,64692.0,凤冈县,1,0,1,0,0,0
Huichuan,2009,0.5603229166666667,775.6385858133825,,,0.0657557984365592,24,0,-1,0,0,0,0,0.5739479166666668,1,0,0,0,193.3871383381025,0,6640.0,6.64,5590.0,2150.0,real,real,0,0,True,,,0.0428452823843453,24986.0,5134.0,1067.1800652055215,,336021.0,汇川区,0,0,0,1,1,1
Meitan,2009,0.5372298981191223,819.899896495965,,,0.1738245866094767,39,0,-1,0,0,0,0,0.5481515151515151,0,0,0,0,249.32249322493223,0,6160.0,6.16,6370.0,2450.0,real,real,0,1,False,265.58265582655827,0.6070792733827299,0.3048523746374787,5911.0,4048.0,950.684546270599,23.0,80345.0,湄潭县,1,1,1,0,1,0
Renhuai,2009,0.5458277877584422,708.5889471214747,,,0.845914833623062,51,0,-1,1,0,0,0,0.583264056773052,1,0,0,0,313.19910514541385,0,4880.0,4.88,8450.0,3250.0,real,real,0,1,False,363.5346756152125,0.5617607246321809,0.0609405372153728,29324.0,4103.0,936.6090628132948,31.0,318412.0,仁怀市,1,0,0,1,1,0
Suiyang,2009,0.5237349315523657,924.8719351580576,,,0.499793049936647,60,0,-1,0,0,0,0,0.5427392643540669,0,0,0,0,190.95869056897897,0,-4240.0,-4.24,6890.0,2650.0,real,real,0,0,False,206.5471551052221,0.5797063009444947,0.3874309056988494,6068.0,4121.0,1070.4712017211737,32.0,10953.0,绥阳县,0,1,1,0,1,1
Tongzi,2009,0.5450303461662892,905.240472022262,,,0.4280443029668578,63,0,-1,0,0,0,0,0.5655951256335598,1,0,0,0,196.875,0,4560.0,4.56,8970.0,3450.0,real,real,0,0,False,215.49031855090567,0.4827775699186231,0.2624177208979235,6458.0,3717.0,1106.5277369331918,31.0,320398.0,桐梓县,1,0,1,0,0,1
Wuchuangelaozumiaozu,2009,0.5671238261965255,1017.8482463611645,,,0.3173505550547649,68,0,-1,0,0,0,0,0.5624551943543592,1,0,0,0,147.85430941218897,0,-3520.0,-3.52,5720.0,2200.0,real,real,0,0,False,158.44436442203818,0.6099869697293744,0.3678764273188686,4264.0,2475.0,971.7151781188848,18.0,94456.0,务川仡佬族苗族自治县,0,1,1,0,0,0
Xishui,2009,0.5448267473118278,827.7908561116473,,,0.1542982328473391,73,0,-1,0,0,0,0,0.5727101967253176,1,0,0,0,207.80051150895144,0,4560.0,4.56,8970.0,3450.0,real,real,0,0,False,220.58823529411765,0.5158550297409248,0.2011504917424383,7325.0,2737.0,1055.913004961386,32.0,255971.0,习水县,1,0,0,0,0,1
Yuqing,2009,0.5423599993852207,780.8063497302255,,,0.1213940636677859,80,0,-1,0,0,0,0,0.5535511393909587,0,0,0,0,172.5200246457178,0,7680.0,7.68,3900.0,1500.0,real,real,0,0,False,184.84288354898337,0.5614358737845421,0.3227295462059494,8970.0,4430.0,858.6839093305092,22.0,113058.0,余庆县,0,0,1,0,1,0
Zhengan,2009,0.5872436923343576,1020.5804961753496,,,0.5374867708657205,82,0,-1,0,0,0,0,0.5777959473460957,1,0,0,0,219.65317919075144,0,-4960.0,-4.96,8060.0,3100.0,real,real,0,1,False,238.92100192678228,0.4867994288054728,0.3972659368228988,4005.0,2660.0,1010.2574987549216,21.0,83715.0,正安县,1,0,1,0,0,0
Honghuagang,2009,0.0,744.1617483086186,,,0.0,21,0,-1,0,0,0,0,0.0,0,0,0,0,193.3871383381025,0,4880.0,4.88,8450.0,3250.0,real,real,0,0,True,,,0.0465757741285956,23734.0,4962.0,951.67604126838,,410818.0,红花岗区,0,0,0,1,1,0
Bijiang,2009,0.5304281862745099,735.2451277308973,,,0.1752654670805311,2,0,-1,0,0,0,0,0.5371727829768272,0,0,0,0,231.17569352708057,0,7040.0,7.04,4940.0,1900.0,real,real,0,1,True,250.9907529722589,0.5425425425425425,0.1586506152046395,14570.0,3750.0,480.0785600733912,10.0,289065.0,碧江区,1,0,0,1,0,0
Dejiang,2009,0.5662153988022465,917.9906588410336,,,0.282678600620447,12,0,-1,0,0,0,0,0.5511258566690383,0,0,0,0,217.1814671814672,0,6000.0,6.0,6630.0,2550.0,real,real,0,0,False,246.1389961389961,0.6320396859873402,0.4230214932623231,6156.0,2425.0,834.0340111867258,19.0,39757.0,德江县,1,1,1,0,0,0
Jiangkou,2009,0.0,768.0594854760747,,,0.0,26,0,-1,0,0,0,0,0.0,0,0,0,0,117.6470588235294,0,-1840.0,-1.84,2990.0,1150.0,real,real,0,0,False,123.06046013911184,0.6134703677182932,0.3747371485878813,5764.0,2649.0,775.3314325950691,6.0,96809.0,江口县,0,1,1,0,0,0
Shiqian,2009,0.4761864583333333,774.4846469741416,,,0.0203202837975991,56,0,-1,0,0,0,0,0.5306109375,0,0,0,0,174.95395948434623,0,-3200.0,-3.2,5200.0,2000.0,real,real,0,0,False,184.07731247123792,0.5765898057213312,0.4492172411442593,5007.0,2759.0,858.7504097054716,13.0,39292.0,石阡县,0,1,1,0,0,0
Sinan,2009,0.5313092857142857,816.207251580859,,,0.0477461813002081,58,0,-1,0,0,0,0,0.5319536904761905,0,0,0,0,246.52622142536976,0,4720.0,4.72,8710.0,3350.0,real,real,0,1,False,287.4302874302874,0.5894477094842828,0.3839690623738633,5339.0,2539.0,710.428724605623,11.0,204282.0,思南县,1,1,1,0,0,0
Songtaomiaozu,2009,0.5181648684967124,816.2533424538361,,,0.106202726155739,59,0,-1,0,0,0,0,0.5385140032762183,0,0,0,0,223.698007689619,0,4480.0,4.48,9100.0,3500.0,real,real,0,1,False,205.8823529411765,0.5733042878480372,0.3502314147277415,5547.0,2505.0,710.7590061560487,21.0,181382.0,松桃苗族自治县,0,0,1,0,0,0
Wanshan,2009,0.5456625,730.7025257259562,,,0.0593635528737197,65,0,-1,0,0,0,0,0.5727885416666667,1,0,0,0,193.3871383381025,0,,,,,estimated,estimated,0,0,True,,,0.1735573320009992,12153.0,2473.0,605.2696689639718,,,万山区,0,0,0,1,0,0
Yanhetujiazu,2009,0.5540031193995018,897.1453040865647,,,0.8710159395916927,76,0,-1,0,0,0,0,0.5491390832526125,0,0,0,0,222.7622519238558,0,25200.0,25.2,8190.0,3150.0,real,real,0,1,False,255.1640340218712,0.6212558556186648,0.4020859800528614,5063.0,2553.0,751.2053990056814,23.0,241000.0,沿河土家族自治县,1,1,1,0,0,0
Yinjiangtujiazuandmiaozu,2009,0.5508267857142858,822.3388291048764,,,0.0253834013459175,77,0,-1,0,0,0,0,0.5717520833333334,1,0,0,0,209.0770015298317,0,6640.0,6.64,5590.0,2150.0,real,real,0,0,False,219.2758796532381,0.4772641863960917,0.4704820842070104,5415.0,2611.0,911.9338661168616,15.0,39856.0,印江土家族苗族自治县,1,0,1,0,0,0
Yupingdongzu,2009,0.5001677083333332,743.4302297895916,,,0.1911698281533182,79,0,-1,0,0,0,0,0.5162242187499999,0,0,0,0,271.3178294573643,0,-1200.0,-1.2,1950.0,750.0,real,real,0,1,False,290.1353965183752,0.5343103105095541,0.1516130789201358,16308.0,3602.0,506.20051194888185,21.0,93067.0,玉屏侗族自治县,1,0,0,1,0,0
Cengong,2009,0.0,751.4000529665956,,,0.0,5,0,-1,0,0,0,0,0.0,0,0,0,0,141.22394082044386,0,-1840.0,-1.84,2990.0,1150.0,real,real,0,0,False,154.67383994620042,0.6137330195301209,0.2654209101771098,6010.0,2690.0,672.7579543413644,18.0,7966.0,岑巩县,0,1,1,0,0,0
Congjiang,2009,0.5465531344368638,889.803750512921,,,0.0677082795905818,8,0,-1,1,0,0,0,0.5535379963091378,0,0,0,0,92.47842170160295,0,-2640.0,-2.64,4290.0,1650.0,real,real,0,0,False,101.72626387176324,0.6802361178705434,0.340884380716049,5290.0,2680.0,682.4750570549642,11.0,48328.0,从江县,0,1,1,0,0,0
Danzhai,2009,0.5324246248896733,845.539575237005,,,1.3763281930347002,10,0,-1,1,0,0,0,0.5484241762283024,0,0,0,0,159.9147121535181,0,-1280.0,-1.28,2080.0,800.0,real,real,0,0,False,170.57569296375266,0.5271548377926238,0.3000804211141979,5424.0,2701.0,878.6569678132201,3.0,27441.0,丹寨县,0,0,1,0,0,0
Huangping,2009,0.5189004433346917,800.7238672631411,,,1.1529161098511465,22,0,-1,0,0,0,0,0.5331299919251149,0,0,0,0,197.84172661870505,0,-2880.0,-2.88,4680.0,1800.0,real,real,0,0,False,215.8273381294964,0.9297826065562476,0.3739425427437229,4335.0,2598.0,894.3895322640849,13.0,12694.0,黄平县,1,1,1,0,0,0
