行政区划代码,年份,地区名称,经度,纬度,所属省份,所属城市,行政区域土地面积(平方公里),乡及镇个数(个),乡个数(个),镇个数(个),街道办事处个数(个),村民委员会个数(个),年末总户数(户),乡村户数(户),年末总人口(万人),乡村人口(万人),户籍人口数(万人),年末单位从业人员(人),城镇单位在岗职工人数(人),乡村从业人员数(人),农林牧渔业从业人员数(人),年末第二产业单位从业人员(人),年末第三产业单位从业人员(人),农业机械总动力(万千瓦特),固定电话用户(户),移动电话用户数(户),宽带接入用户数(户),地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),工业增加值(万元),第三产业增加值(万元),农业增加值(万元),牧业增加值(万元),人均地区生产总值(元/人),城镇单位在岗职工平均工资(元),城镇居民人均可支配收入(元),农村居民人均可支配收入(元),地方财政一般预算收入(万元),各项税收(万元),地方财政一般预算支出(万元),城乡居民储蓄存款余额(万元),年末金融机构各项贷款余额(万元),出口额(美元),实际利用外资金额(美元),农作物总播种面积(千公顷),常用耕地面积(公顷),机收面积(公顷),设施农业占地面积(公顷),农用机械总动力(千万瓦),粮食总产量(吨),棉花产量(吨),油料产量(吨),肉类总产量(吨),农林牧渔业总产值(万元),规模以上工业企业数(个),规模以上工业总产值(万元),城镇固定资产投资完成额(万元),全社会固定资产投资(万元),社会消费品零售总额(万元),房地产开发投资(亿元),普通小学学校数(个),普通中学学校数(个),普通小学专任教师数(人),普通中学专任教师数(人),普通小学在校生数(人),普通中学在校学生数(人),中等职业教育学校在校学生数(人),医院、卫生院床位数(床),医院和卫生院卫生人员数_卫生技术人员(人),医院和卫生院卫生人员数_执业医师(人),各种社会福利收养性单位数(个),各种社会福利收养性单位床位数(床),全社会用电量(万千瓦时),城乡居民生活用电量(万千瓦时),废气中氮氧化物排放量(吨),废气中烟尘排放量(吨),工业废气中二氧化硫排放量(吨),艺术表演场馆数_剧场、影剧院(个),公共图书馆总藏量(千册),体育场馆机构数(个)
520524,2019,织金县,105.770542,26.663450,贵州省,毕节市,2868,26,10,16,7,,,,81,,125.604,,,482300,,137000,301500,,15015,,,2068100,419100,678400,569700,970600,,,25735,,31451,10402,109800,,765300,1431975,2119025,,,,,,995,,,,18038,,448000,43,,,,,,205,46,4427,,104389,72024,,5236,,,33,1329,,,,,,,,
520524,2020,织金县,105.770542,26.663450,贵州省,毕节市,2865,26,10,16,7,,,,82,,126.37,,,471100,,,,,7483,,,2182300,463600,660600,541329,1058100,,,26746,,32961,11256,115888,,770679,1519600,2394500,,,,,,1010,,,,19987,,496396,42,,,,,,209,47,4522,,104957,68516,,5277,,,30,1272,,,,,,,,
520524,2021,织金县,105.770542,26.663450,贵州省,毕节市,2865,26,10,16,7,,,,81,,126.7,,,466313,,,,,7588,,,2356000,502800,719900,588200,1133300,,,28993,,35946,12447,103109,,727892,1693273,2645355,,,,,,1011,,,,19164,,539000,41,,,,,,207,46,4676,,103242,66615,,5233,,,25,960,,,,,,,,
520524,2022,织金县,105.770542,26.663450,贵州省,毕节市,2865,26,10,16,7,,,,,,127,,,,,,,,7601,,,2389000,517000,714000,,1158000,,,,,,,111721,,633991,1954819,2867604,,,,,,273,,,,19456,,,63,,,,,,,,,,101036,71296,,5545,,,25,973,,,,,,,,
520525,2000,纳雍县,105.382715,26.777645,贵州省,毕节市,2448,25,,,,506,182378,168425,73,69,73,14155,,395427,261267,,,6,9011,,,108471,52263,38410,,17798,,,1471,,,1152,6186,,15579,15582,46994,,,,34610,,,6,240519,,1024,27959,77900,15,11591,12765,,17100,0,320,17,3324,,113624,22231,,416,,,14,186,,,,,,,,
520525,2001,纳雍县,105.382715,26.777645,贵州省,毕节市,2448,24,,,,506,184714,170665,75,70,75,14680,,405964,257975,,,7,12745,,,116207,54913,40069,,21225,,,1554,,,1205,7998,,22462,20690,65172,,,,34380,,,7,239823,,647,29226,81200,22,11309,77956,,18800,0,266,17,3067,,115643,28706,,436,,,14,191,,,,,,,,
520525,2002,纳雍县,105.382715,26.777645,贵州省,毕节市,2448,24,,,,510,188305,173876,76,71,75.7,15308,15300,412415,284809,,,7,19347,,,138752,56065,56613,,26074,,,1835,8144,,1282,9963,,27102,27773,62904,,,,31373,,,7,239571,,567,31087,85100,21,11958,166019,192890,20888,,218,17,3443,,114162,36448,,489,,,14,191,,,,,,,,
520525,2003,纳雍县,105.382715,26.777645,贵州省,毕节市,2448,24,,,,479,194540,178346,77,73,77,15630,15600,418554,273656,,,9,28000,,,193905,57081,100580,,36244,,,2538,9252,,1392,11173,,34045,39415,88813,,,,30679,,,9,247336,,354,32913,85200,23,68535,634620,249746,23400,,220,25,3654,,108150,42992,,514,,,14,280,,,,,,,,
520525,2004,纳雍县,105.382715,26.777645,贵州省,毕节市,2448,25,,,,479,195656,140114,78,73,78,15681,15700,420400,262000,,,9,31240,,,274467,63600,159288,,51579,,,3559,9292,,1562,12496,,38047,53429,111249,,,,30662,,,9,272975,,319,36151,108500,23,166754,243688,274026,26846,0,220,39,3915,,106128,42992,,649,,,14,192,,,,,,,,
520525,2005,纳雍县,105.382715,26.777645,贵州省,毕节市,2448,25,,,,479,199750,181531,80,73,80,17644,17600,422278,250062,,,15,35244,,,331039,76112,186761,,68167,,,4252,13176,,1656,15036,,41855,73115,140092,,,,30761,,,15,281143,,315,39788,120075,25,254830,261599,185337,37881,,220,40,3696,,107185,49387,,734,,,14,198,,,,,,,,
520525,2006,纳雍县,105.382715,26.777645,贵州省,毕节市,2448,25,,,,479,204287,183758,82,74,82,18290,18600,427643,259680,,,18,37173,,,414139,83810,249123,,81206,,,5286,14397,,1772,17940,,54494,83094,168609,,,,30731,,,18,289469,,395,43065,128728,23,322378,166400,166400,45457,,260,40,3749,,109620,50620,,763,,,14,228,,,,,,,,
520525,2007,纳雍县,105.382715,26.777645,贵州省,毕节市,2448,25,,,,479,209919,190618,85,79,85,19019,19000,436211,264883,,,10,40519,,,460393,102915,260365,,97113,,,5839,20203,,2388,23045,,66362,100624,161411,,,,30700,,,10,296921,,388,45567,159652,22,328505,150260,140973,53899,2,260,40,3866,,108624,50198,,813,,,14,328,,,,,,,,
520525,2008,纳雍县,105.382715,26.777645,贵州省,毕节市,2448,25,,,,479,217443,197025,87,75,86.9,16462,16400,440111,266354,,,10,44033,,,527836,114108,287178,,126550,,,6997,23863,,2588,28728,,98112,124822,182553,,,,30580,,,10,290905,,751,26795,155047,37,307003,134319,219600,74929,2,244,36,4561,,128579,50894,,850,,,15,380,,,,,,,,
520525,2009,纳雍县,105.382715,26.777645,贵州省,毕节市,2448,25,,,,479,229237,196492,89,75,89,20243,19980,441808,274041,,,12,45086,,,608130,109604,301326,,197200,,,8019,26253,,2834,35131,,72651,156362,220891,,,,30865,,,12,298783,,1002,28687,152976,36,475381,187958,214874,96279,2,241,36,4715,,128572,51686,,941,,,16,543,,,,,,,,
520525,2010,纳雍县,105.382715,26.777645,贵州省,毕节市,2452,25,,,,479,235249,203960,94,83,94,22546,20500,494693,243735,,,21,46085,,,713485,109105,381249,347300,223131,,,10498,31733,,3160,76121,,207791,198322,272742,,,,31589,,,21,264935,,1035,29447,173100,38,588641,533000,428393,102828,6,240,36,4595,,126397,43972,,198,,,16,543,,,,,,,,
520525,2011,纳雍县,105.382715,26.777645,贵州省,毕节市,2448,25,,,,459,244104,207198,96,79,96.04,23053,,504154,225642,,,26,74000,,,888425,120364,498778,453800,269283,,,13251,,,3918,83448,,224883,253675,296556,,,,31000,,,26,188697,,618,29363,189800,38,805901,350000,755690,120472,,241,36,4775,,126733,45411,,1425,,,25,897,,,,,,,,
520525,2012,纳雍县,105.382715,26.777645,贵州省,毕节市,2452,25,,,,475,252154,208994,98,81,97.91,26312,,504150,222847,,,31,31334,,,1030700,121527,594146,544400,315100,,,15367,,,4561,115676,,273444,351156,348785,,,,,,,31,228725,,719,30493,209200,41,852465,1043452,1258228,137940,,241,37,4092,,110587,58722,,1886,,,25,978,,,,,,,,
520525,2013,纳雍县,105.382715,26.777645,贵州省,毕节市,2452,23,16,7,3,,,,100,,100.15,,,549200,,83764,242325,33,27209,,,1234678,173600,699466,635300,361600,103096,54529,18370,,18602,5295,122196,101375,338816,464207,442841,,,,,,10,33,224468,,795,32013,240900,44,1005366,1906900,1692315,156186,,243,37,4700,,105184,63641,2764,2002,,,25,980,,,,,,,,
520525,2014,纳雍县,105.382715,26.777645,贵州省,毕节市,2452,23,16,7,3,,,,102,,101.81,,,572000,,90440,239255,36,25005,,,1486885,219829,792471,705900,474600,146000,65536,22095,,20395,5873,64279,110606,420563,507117,578690,,,,,667,39,36,258024,,1061,33901,342900,38,1159918,2126000,2113202,213036,,240,40,4472,,100189,67792,3357,2680,,,27,2218,,,,,,,,
520525,2015,纳雍县,105.382715,26.777645,贵州省,毕节市,2452,23,16,7,3,,,,104,,104.38,,,549500,,91064,232571,40,22423,,,1711886,261287,870339,741400,580260,162896,84427,25354,,22312,5873,175889,86790,458177,581904,781772,,,,,667,51,40,263200,,1034,35274,285200,92,1496198,3600000,2193854,238200,,237,40,4346,,97472,68457,2850,2844,,,27,2218,,,,,,,,
520525,2016,纳雍县,105.382715,26.777645,贵州省,毕节市,2452,23,10,13,3,,,,68,,108.14,,,493900,,76486,222072,42,14209,,,1890841,303029,963333,812700,624500,185851,91505,27841,,24208,7295,188666,55880,523839,665535,944476,,,,,667,66,42,280682,,1134,33738,316200,92,1600604,1609000,1609000,268200,,222,45,4469,,97061,65870,3393,3413,,,27,2218,,,,,,,,
520525,2017,纳雍县,105.382715,26.777645,贵州省,毕节市,2452,23,10,13,3,,,,68,,104.87,,,495000,,82678,119711,47,10876,,,2110036,320900,1076375,904000,712700,206549,87326,30943,,26556,8024,86173,56179,481915,748970,1072822,,,,,933,147,47,,,1244,,338500,81,,,,300700,,218,46,4318,,95843,66890,1659,3573,,,26,1036,,,,,,,,
520525,2018,纳雍县,105.382715,26.777645,贵州省,毕节市,2452,23,10,13,3,,,,69,,105.54,,,366272,,90027,128661,,10912,,,2180082,350033,1070022,907300,759300,,,31867,,29105,8852,90500,,510200,879500,1296500,,,,,,2646,,,,1632,,367400,81,,,,,,211,45,4594,,96507,64225,,3667,,,25,1075,,,,,,,,
520525,2019,纳雍县,105.382715,26.777645,贵州省,毕节市,2452,23,10,13,6,,,,69,,106.585,,,360300,,89668,132656,,12420,,,1646235,375900,499574,427000,770761,,,23967,,31812,9825,95760,,655275,963681,1321100,,,,,,242,,,,2135,,395800,73,,,,,,210,48,4533,,96881,66260,,4012,,,28,1299,,,,,,,,
520525,2020,纳雍县,105.382715,26.777645,贵州省,毕节市,2452,23,10,13,6,,,,72,,108.06,,,351500,,,,,21186,,,1729420,413037,508268,429258,808115,,,24157,,33432,10681,100400,,805400,1133754,1527623,,,,,,466,,,,1968,,436129,31,,,,,,209,48,4761,,99636,63739,,4262,,,28,1299,,,,,,,,
520525,2021,纳雍县,105.382715,26.777645,贵州省,毕节市,2452,23,10,13,6,,,,71,,108.7,,,350670,,,,,21085,,,1872367,446631,565617,484500,860119,,,26224,,36325,11829,101933,,690067,1295528,1771630,,,,,,466,,,,2613,,472000,33,,,,,,204,50,4688,,87511,62924,,4340,,,25,1238,,,,,,,,
520525,2022,纳雍县,105.382715,26.777645,贵州省,毕节市,2452,23,10,13,6,,,,,,108,,,,,,,,20085,,,1910277,463244,564316,,882717,,,,,,,90178,,662040,1508156,2047642,,,,,,365,,,,1609,,,34,,,,,,,,,,92455,64577,,4399,,,20,900,,,,,,,,
520526,2000,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6296,35,,,,620,250335,229067,104,94,104,19957,,573861,492306,,,13,13027,,,189121,85211,61968,,41942,,,1812,,,1222,7398,,16716,26081,61363,,,151,73900,,,13,334757,,1790,38312,128300,15,29589,3922,,20400,0,416,32,3729,,166196,18437,,616,,,16,98,,,,,,,,
520526,2001,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6296,34,,,,620,253390,232750,107,97,107,19840,,586504,501470,,,12,15708,,,175629,88861,38115,,48653,,,1646,,,1269,8375,,20370,31645,52732,,,147,73750,,,12,339625,,1375,39507,130300,15,27687,1155,,22500,0,286,41,3726,,169896,23342,,626,,,17,118,,,,,,,,
520526,2002,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6296,34,,,,620,256492,235107,108,98,107.7,20015,20000,589910,497518,,,13,20532,,,187328,93447,37074,,56807,,,1749,7730,,1326,7624,,26639,38518,52324,,,193,72993,,,13,339358,,1203,40188,133400,16,26851,3201,51030,25094,0,368,45,3245,,177368,32226,,595,,,18,143,,,,,,,,
520526,2003,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6296,34,,,,610,259925,238461,110,100,110,20392,20400,597164,504433,,,14,21600,,,206267,94712,43297,,68258,,,1894,7741,,1372,9717,,32425,47322,27683,,,149,71847,,,,329010,,1221,47874,138500,17,40740,3280,52515,32471,0,348,46,3250,,184867,41211,,918,,,11,145,,,,,,,,
520526,2004,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6296,35,,,,610,265664,241686,111,102,111,20968,20500,604300,490200,,,15,22917,,,245764,100340,59959,,85465,,,2235,10449,,1511,12536,,40251,65635,30411,,,151,71897,,,15,341376,,1042,50466,146700,33,167079,6248,61506,36715,0,347,48,3196,,184612,46082,,573,,,11,185,,,,,,,,
520526,2005,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6296,35,,,,610,271162,245064,114,104,114,21222,21300,616807,488635,,,19,21000,,,266266,114035,74434,,77797,,,2397,11170,,1642,14899,,53513,87374,40073,,,152,71933,,,19,354686,,724,55428,167321,35,117103,14370,14273,44558,,346,51,3785,,172168,53994,,578,,,11,150,,,,,,,,
520526,2006,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6296,35,,,,610,274060,247691,116,106,116,23333,50500,676903,444712,,,22,7500,,,288004,111775,88500,,87729,,,2559,12275,,1580,17647,,64663,105920,61597,,,150,71735,,,22,337247,,549,61742,171727,37,148521,12222,45000,53172,,367,53,5378,,183646,65340,,575,,,11,103,,,,,,,,
520526,2007,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6296,35,,,,610,276946,249768,119,108,119,22271,22300,644608,453955,,,22,18000,,,354872,140701,98132,,116039,,,3153,19023,,2101,21029,,89138,121662,70730,,,151,71700,,,22,355594,,450,65593,217946,30,138153,25649,86496,67531,1,369,56,6120,,188098,55616,,597,,,11,140,,,,,,,,
520526,2008,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6296,35,,,,610,280845,253219,126,110,126.4,23311,23300,653074,463390,,,22,18750,,,439216,177346,119385,,142485,,,3934,23183,,2271,24898,,135119,149453,85116,,,153,71650,,,22,359685,,510,64672,287175,38,159112,57000,122400,80982,0,407,58,9287,,260349,59616,,757,,,11,140,,,,,,,,
520526,2009,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6296,35,,,,610,306200,257572,132,114,132,25042,17925,667267,475649,,,28,23350,,,525083,203765,121241,,200077,,,4677,24185,,2573,35359,,194282,175003,117881,,,156,71713,,,28,370893,,468,72060,279915,42,165255,47709,85293,112422,1,420,62,9124,,263958,72424,,757,,,11,140,,,,,,,,
520526,2010,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6299,35,,,,610,319453,277716,139,128,139,27163,27200,736500,514155,,,29,23350,,,612916,215936,166496,140400,230484,,,4900,27203,,3066,39505,,287290,237118,145150,,,151,72168,,,29,372666,,407,70474,354000,45,238000,238000,233824,125333,3,435,61,9968,,259636,94157,,1194,,,8,146,,,,,,,,
520526,2011,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6296,35,,,,609,339754,282871,143,129,143.12,30963,,752329,484237,,,32,38000,,,790698,277751,222261,184700,290686,,,6261,,,4068,56276,,391777,304752,187171,,,163,72010,,,32,378012,,495,81760,443900,30,333505,423828,679512,148637,,426,61,9606,,244707,103852,,172,,,35,1400,,,,,,,,
520526,2012,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6299,35,,,,609,346781,283274,144,129,143.79,33150,,790664,495541,,,39,39016,,,1006600,337000,273838,230400,395800,,,7974,,,4862,77628,,450994,377446,332929,,,223,,,,39,396321,,711,73728,500800,70,629812,1414300,1165626,170487,,428,64,9352,,221311,119967,,2104,,,35,1760,,,,,,,,
520526,2013,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6300,35,16,19,,,,,147,,145.44,,,790700,,62514,235799,42,31000,,,1236600,428300,323400,268700,484900,279716,143952,9767,,18555,5596,75636,105962,479520,466925,438206,,,,,,671,42,464200,,896,78419,632200,87,993700,1866000,1562973,193462,,426,67,9124,,196248,144477,6364,3662,,,35,1371,,,,,,,,
520526,2014,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6299,35,13,22,4,,,,148,,147.62,,,799600,,72514,235552,43,25263,,,1520300,474600,431200,332600,614500,345292,125315,11992,,20306,6196,79400,62547,534555,547036,558253,,,,,,926,43,478049,,897,80090,757000,91,661914,1202021,1810634,258515,,421,67,8550,,187115,154552,7477,4013,,,34,1364,,,,,,,,
520526,2015,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6299,35,13,22,4,,,,147,,147.37,,,805200,,73416,244830,,24664,,,1893697,674077,496570,379200,723051,415632,175289,14882,,22154,6196,88929,69690,721254,629618,653800,,,,,,643,,494065,,838,83154,656200,1231,1485312,2493000,2168305,289500,,416,68,8051,,176622,154522,7689,4235,,,36,1558,,,,,,,,
520526,2016,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6299,35,5,30,4,,,,128,,151.24,,,841500,,61870,254008,95,25643,,,2151500,718300,553400,414800,879800,464100,202900,16805,,24109,7643,100088,74066,721254,818547,963800,,,,,,123,95,497582,,834,87913,740800,62,941038,1756223,1756223,327200,,374,68,7859,,170257,150201,4415,4235,,,36,1558,,,,,,,,
520526,2017,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6299,35,5,30,4,,,,129,,153.39,,,846800,,136367,117703,95,62100,,,2507300,816100,630000,467300,1061200,560221,219383,19506,,26182,8423,311206,80882,934374,970781,1238663,,,,,,3086,95,,,710,,860300,73,,,,370000,,334,70,7777,,162722,151161,11191,4406,,,37,1558,,,,,,,,
520526,2018,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6299,35,5,30,4,,,,129,,154.94,,,587220,,150142,135571,,62158,,,2609300,922500,649800,483800,1037000,,,20235,,28748,9324,122174,,734316,980783,1802964,,,,,,1549,,,,725,,970800,80,,,,,,326,71,7940,,167602,142100,,4275,,,36,1252,,,,,,,,
520526,2019,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6299,35,5,30,4,,,,130,,156.668,,,591300,,153140,136987,,7984,,,2662900,1020700,503300,364600,1138900,,,20571,,31306,10359,129502,,955260,1293000,2199400,,,,,,4113,,,,618,,1069700,58,,,,,,338,72,8037,,160091,131209,,4775,,,38,1928,,,,,,,,
520526,2020,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6299,35,5,30,6,,,,128,,159.14,,,596400,,,,,14600,,,2878266,1158835,493456,334826,1225975,,,22446,,33027,11241,134800,,1128900,1464600,2675900,,,,,,9476,,,,887,,1213315,52,,,,,,347,72,8331,,161607,120892,,4800,,,42,2024,,,,,,,,
520526,2021,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6299,35,5,30,6,,,,127,,160.3,,,670195,,,,,13200,,,3089942,1255455,512287,370700,1322200,,,24229,,35952,12440,108939,,1087217,1624300,3113000,,,,,,9173,,,,818,,1315000,55,,,,,,350,68,8212,,156723,114467,,6300,,,38,1795,,,,,,,,
520526,2022,威宁彝族回族苗族自治县,104.278733,26.856193,贵州省,毕节市,6299,35,5,30,6,,,,,,164,,,,,,,,12800,,,3165313,1364938,424746,,1375629,,,,,,,111259,,978498,1846700,3726700,,,,,,8978,,,,392,,,67,,,,,,,,,,150791,114702,,7470,,,38,1795,,,,,,,,
520527,2000,赫章县,104.727418,27.123079,贵州省,毕节市,3245,27,,,,457,149190,135735,62,57,62,15627,,293898,247721,,,9,9990,,,92917,44083,30045,,18789,,,1514,,,1189,3420,,11815,27086,58454,,,,39650,,,9,190788,,380,18068,68900,16,34523,1159,,14000,0,299,17,2665,,95344,12489,,514,,,,,,,,,,,,
520527,2001,赫章县,104.727418,27.123079,贵州省,毕节市,3245,26,,,,457,149924,137964,63,58,63,14369,,301145,249615,,,9,12854,,,93718,46750,24264,,22704,,,1485,,,1225,3644,,15842,27086,58454,,,,39070,,,9,191997,,171,18075,70400,14,23493,2329,,15200,,370,31,2714,,96748,13272,,317,,,10,109,,,,,,,,
520527,2002,赫章县,104.727418,27.123079,贵州省,毕节市,3245,26,,,,457,152719,139223,63,59,63.3,13908,13900,306404,247995,,,9,18682,,,99193,47042,25970,,26181,,,1555,8386,,1207,3569,,18285,36977,59077,,,,38407,,,9,178654,,206,19116,73000,14,17954,4339,33132,17131,,277,42,2803,,102983,19320,,479,,,10,109,,,,,,,,
520527,2003,赫章县,104.727418,27.123079,贵州省,毕节市,3245,26,,,,457,154024,139949,65,60,65,13264,13200,315361,236751,,,10,21556,,,107336,46159,30521,,30656,,,1667,8857,,1264,4671,,21911,44447,26304,,,,38037,,,10,170430,,321,20586,73300,15,21324,3890,35593,18844,,269,43,2948,,109653,24373,,488,,,11,52,,,,,,,,
520527,2004,赫章县,104.727418,27.123079,贵州省,毕节市,3245,27,,,,457,156474,142275,65,61,65,12921,12900,323000,226500,,,11,22460,,,128617,56374,39015,,33228,,,1979,9480,,1410,4445,,25830,60345,31794,,,,37961,,,11,198402,,486,24323,81500,28,49764,18534,41226,21738,,251,44,3071,,119353,29229,,488,,,,104,,,,,,,,
520527,2005,赫章县,104.727418,27.123079,贵州省,毕节市,3245,27,,,,457,158244,143886,67,63,67,17122,17100,330372,222145,,,12,31100,,,159544,65400,42681,,51463,,,2433,10591,,1656,7189,,39874,71824,44157,,,,37838,,,12,204962,,358,24332,95377,28,57857,11850,11202,30550,,267,49,3091,,128076,32290,,490,,,,,,,,,,,,
520527,2006,赫章县,104.727418,27.123079,贵州省,毕节市,3245,27,,,,457,162183,147638,68,64,68,17958,14700,337725,219547,,,13,39338,,,191563,73260,58917,,59386,,,2897,12276,,1772,9909,,49168,117374,64643,,,,37815,,,13,205249,,345,26874,101823,28,103593,14950,75000,34389,0,275,49,4178,,132402,45962,,485,,,14,459,,,,,,,,
520527,2007,赫章县,104.727418,27.123079,贵州省,毕节市,3245,27,,,,457,165827,149272,69,64,69,16662,16700,346860,220733,,,16,39588,,,220454,83660,57859,,78935,,,3312,19354,,2308,12498,,64903,128908,79991,,,,37760,,,16,217615,,360,29448,133434,26,75639,18695,88392,40385,1,261,45,4761,,134736,43672,,515,,,14,528,,,,,,,,
520527,2008,赫章县,104.727418,27.123079,贵州省,毕节市,3245,27,,,,456,172426,155547,72,67,72,14768,14800,353016,223216,,,16,33404,,,255525,107985,54165,,93375,,,4089,23147,,2512,12918,,92939,145935,84624,,,,37720,,,16,212873,,374,27250,154926,23,66802,28042,107000,55269,1,260,53,5115,,134443,56404,,585,,,13,528,,,,,,,,
520527,2009,赫章县,104.727418,27.123079,贵州省,毕节市,3250,27,,,,456,180878,163888,74,67,74,17952,24845,365099,216293,,,21,39721,,,310202,109106,64236,,136860,,,4937,25637,,2753,14153,,130047,170240,100154,,,,38344,,,21,238634,,406,29315,162504,23,63741,44725,90422,71923,0,294,54,5017,,127435,61419,,783,,,13,528,,,,,,,,
520527,2010,赫章县,104.727418,27.123079,贵州省,毕节市,3243,27,,,,456,189073,171259,77,70,77,18166,18200,377524,213920,,,22,31449,,,370393,132175,83564,62400,154654,,,5714,25915,,3126,19128,,171882,217406,114096,,,,39287,,,22,255510,,432,31114,220600,16,88130,130000,146773,72998,0,293,53,4901,,120564,65518,,1558,,,14,528,,,,,,,,
520527,2011,赫章县,104.727418,27.123079,贵州省,毕节市,3250,27,,,,456,196196,163455,78,69,78.36,18900,,394094,220720,,,26,29520,,,444009,142462,116294,84400,185253,,,6830,,,3892,22756,,206068,278600,144400,,,,38810,,,26,183455,,511,31226,218200,16,112012,268342,386711,88639,,294,54,4648,,112166,67529,,1701,,,23,928,,,,,,,,
520527,2012,赫章县,104.727418,27.123079,贵州省,毕节市,3250,27,,,,456,199757,181228,79,72,79.15,24806,,385072,182047,,,27,25000,,,545900,157400,146600,114600,241900,,,8385,,,4577,38605,,262808,331033,185779,,,,,,,27,191766,,519,32874,232700,36,228171,362735,655212,101492,,293,53,4764,,101639,63401,,2169,,,28,1120,,,,,,,,
520527,2013,赫章县,104.727418,27.123079,贵州省,毕节市,3243,27,21,6,,,,,80,,79.87,,,392300,,31612,180470,30,25000,,,661600,194635,177332,135300,289700,137972,52784,10138,,18538,5295,41380,58080,354568,407795,243150,,,,,,67,30,210725,,564,34993,318000,34,395000,642960,881396,114895,,293,56,4598,,95208,66979,2523,2524,,,28,1120,,,,,,,,
520527,2014,赫章县,104.727418,27.123079,贵州省,毕节市,3243,27,21,6,,,,,82,,82.05,,,395100,,34000,183189,33,19808,,,910700,278930,213058,173100,418700,201876,68619,13937,,20269,5857,29743,49829,361875,455310,336032,,,,,,47,33,249577,,603,40527,454800,36,460286,1169000,1095632,189678,,291,53,4492,,88955,72609,4510,2554,,,28,809,,,,,,,,
520527,2015,赫章县,104.727418,27.123079,贵州省,毕节市,3243,27,21,6,,,,,85,,84.61,,,404700,,33507,188826,33,19808,,,1120648,395548,231382,183100,493717,298570,83113,17112,,22093,5857,30559,52267,371400,533428,434942,,,,,,78,33,254800,,589,40674,398600,42,612597,842000,1171738,212300,,274,52,4506,,86895,72480,3391,2746,,,27,839,,,,,,,,
520527,2016,赫章县,104.727418,27.123079,贵州省,毕节市,3243,27,21,6,,,,,66,,85.91,,,408800,,35418,184091,38,17909,,,1255887,412227,256588,200400,587100,286200,99709,19090,,24103,7269,111554,66969,358380,605658,655497,,,,,,99,38,268616,,581,38141,446200,47,598128,1025000,1025000,238900,,248,50,4307,,87017,70448,3553,3010,,,28,747,,,,,,,,
520527,2017,赫章县,104.727418,27.123079,贵州省,毕节市,3243,27,21,6,,,,,66,,86.22,,,414700,,35580,184698,38,17909,,,1440292,456000,294729,231100,689563,306746,120344,21799,,26176,8018,128570,77048,432201,740077,772999,,,,,,312,38,,,606,,477300,58,,,,267300,,189,47,4473,,86145,67104,3096,3210,,,28,759,,,,,,,,
520527,2018,赫章县,104.727418,27.123079,贵州省,毕节市,3243,25,15,10,2,,,,66,,89.632,,,417281,,39166,185524,,17909,,,1492600,482500,294600,231900,715500,,,22516,,28584,8812,47811,,411852,839987,1024526,,,,,,470,,,,475,,505300,49,,,,,,153,47,4526,,89100,64399,,3376,,,26,759,,,,,,,,
520527,2019,赫章县,104.727418,27.123079,贵州省,毕节市,3243,25,15,10,5,,,,67,,92.719,,,412800,,39753,187379,,17900,,,1426241,476500,249042,197000,700699,,,21430,,31300,9728,50578,,590212,944926,1404881,,,,,,252,,,,464,,500200,50,,,,,,148,48,4539,,90510,63375,,4265,,,27,759,,,,,,,,
520527,2020,赫章县,104.727418,27.123079,贵州省,毕节市,3243,25,15,10,5,,,,65,,88.63,,,413700,,,,,13085,,,1518688,509316,249322,195059,760051,,,23363,,32960,10596,64818,,636530,1099458,1611179,,,,,,427,,,,655,,536706,41,,,,,,146,49,4627,,87114,60502,,4725,,,24,839,,,,,,,,
